sent_id	sentence	mention	Llama-3	Mistral	Komodo	Merak
1085	Tapi saya katakan tadi sama Grab, Organda, dan Uber, dua menteri yang terlibat ini memiliki integritas yang baik," jelas Luhut dalam jumpa pers di Kemenko Polhukam, Jl Medan Merdeka Barat, Jakarta, Kamis (24/3/2016).	Organda	None	Menteri Koordinator Kesetara	None	None
1085	Tapi saya katakan tadi sama Grab, Organda, dan Uber, dua menteri yang terlibat ini memiliki integritas yang baik," jelas Luhut dalam jumpa pers di Kemenko Polhukam, Jl Medan Merdeka Barat, Jakarta, Kamis (24/3/2016).	Uber	None	Uber, Inc.	None	Uber
1085	Tapi saya katakan tadi sama Grab, Organda, dan Uber, dua menteri yang terlibat ini memiliki integritas yang baik," jelas Luhut dalam jumpa pers di Kemenko Polhukam, Jl Medan Merdeka Barat, Jakarta, Kamis (24/3/2016).	Luhut	None	Menteri Koordinator Kesetara	Luhut Binsar Panjaitan	Luhut Binsar Panjaitan
1085	Tapi saya katakan tadi sama Grab, Organda, dan Uber, dua menteri yang terlibat ini memiliki integritas yang baik," jelas Luhut dalam jumpa pers di Kemenko Polhukam, Jl Medan Merdeka Barat, Jakarta, Kamis (24/3/2016).	Kemenko Polhukam	None	None	Kementerian Koordinator Politik Hukum dan Keamanan	Kementerian Koordinator Bidang Kemaritiman, Kepolisian, dan Hukum dan Hak As
1085	Tapi saya katakan tadi sama Grab, Organda, dan Uber, dua menteri yang terlibat ini memiliki integritas yang baik," jelas Luhut dalam jumpa pers di Kemenko Polhukam, Jl Medan Merdeka Barat, Jakarta, Kamis (24/3/2016).	Jakarta	None	Jalan Medan Merdeka Barat	None	Jakarta
101	Stock pick untuk hari ini antara lain : Bank Central Asia (BCA), BoW Bank Rakyat Indonesia (BBRI), BoW Indofood Sukses Makmur (INDF), BoW (ang/ang) Bukan saja Telkom akan menjadi besar dan kapitalisasinya naik 300% dalam 5 tahun seperti diharapkannya, masyarakat Indonesia pun, yang mendapatkan layanan telekomunikasi murah dan berkualitas, bakal sangat berterima kasih kepadanya.	Bank Central Asia	Bank Sentral Asia	Bank Central Asia	None	Bank
101	Stock pick untuk hari ini antara lain : Bank Central Asia (BCA), BoW Bank Rakyat Indonesia (BBRI), BoW Indofood Sukses Makmur (INDF), BoW (ang/ang) Bukan saja Telkom akan menjadi besar dan kapitalisasinya naik 300% dalam 5 tahun seperti diharapkannya, masyarakat Indonesia pun, yang mendapatkan layanan telekomunikasi murah dan berkualitas, bakal sangat berterima kasih kepadanya.	BCA	None	Bank Central Asia	None	Bank Central Asia
101	Stock pick untuk hari ini antara lain : Bank Central Asia (BCA), BoW Bank Rakyat Indonesia (BBRI), BoW Indofood Sukses Makmur (INDF), BoW (ang/ang) Bukan saja Telkom akan menjadi besar dan kapitalisasinya naik 300% dalam 5 tahun seperti diharapkannya, masyarakat Indonesia pun, yang mendapatkan layanan telekomunikasi murah dan berkualitas, bakal sangat berterima kasih kepadanya.	Bank Rakyat Indonesia	Bank Rakyat Indonesia Persero	Bank Rakyat Indonesia	None	Bank
101	Stock pick untuk hari ini antara lain : Bank Central Asia (BCA), BoW Bank Rakyat Indonesia (BBRI), BoW Indofood Sukses Makmur (INDF), BoW (ang/ang) Bukan saja Telkom akan menjadi besar dan kapitalisasinya naik 300% dalam 5 tahun seperti diharapkannya, masyarakat Indonesia pun, yang mendapatkan layanan telekomunikasi murah dan berkualitas, bakal sangat berterima kasih kepadanya.	BBRI	None	Bank Rakyat Indonesia	None	Bank Central Asia
101	Stock pick untuk hari ini antara lain : Bank Central Asia (BCA), BoW Bank Rakyat Indonesia (BBRI), BoW Indofood Sukses Makmur (INDF), BoW (ang/ang) Bukan saja Telkom akan menjadi besar dan kapitalisasinya naik 300% dalam 5 tahun seperti diharapkannya, masyarakat Indonesia pun, yang mendapatkan layanan telekomunikasi murah dan berkualitas, bakal sangat berterima kasih kepadanya.	Indofood Sukses Makmur	PT Indofood Sukses Makmur	None	None	Ind
101	Stock pick untuk hari ini antara lain : Bank Central Asia (BCA), BoW Bank Rakyat Indonesia (BBRI), BoW Indofood Sukses Makmur (INDF), BoW (ang/ang) Bukan saja Telkom akan menjadi besar dan kapitalisasinya naik 300% dalam 5 tahun seperti diharapkannya, masyarakat Indonesia pun, yang mendapatkan layanan telekomunikasi murah dan berkualitas, bakal sangat berterima kasih kepadanya.	INDF	Indofood Sukses Makmur	Indofood Sukses Makm	Industri Garam	Bank Central Asia
101	Stock pick untuk hari ini antara lain : Bank Central Asia (BCA), BoW Bank Rakyat Indonesia (BBRI), BoW Indofood Sukses Makmur (INDF), BoW (ang/ang) Bukan saja Telkom akan menjadi besar dan kapitalisasinya naik 300% dalam 5 tahun seperti diharapkannya, masyarakat Indonesia pun, yang mendapatkan layanan telekomunikasi murah dan berkualitas, bakal sangat berterima kasih kepadanya.	Telkom	None	Perseroan Terbatas Telkom Indonesia	None	Telkom Indonesia Tbk
101	Stock pick untuk hari ini antara lain : Bank Central Asia (BCA), BoW Bank Rakyat Indonesia (BBRI), BoW Indofood Sukses Makmur (INDF), BoW (ang/ang) Bukan saja Telkom akan menjadi besar dan kapitalisasinya naik 300% dalam 5 tahun seperti diharapkannya, masyarakat Indonesia pun, yang mendapatkan layanan telekomunikasi murah dan berkualitas, bakal sangat berterima kasih kepadanya.	Indonesia	Republik Indonesia	Perserikatan Bangsa-Bangsa	None	Bank Central Asia
1240	Direktur Keuangan Pertamina, Afdal Bahaudin, yang ditemui Kompas di sirkuitmengatakan, Pertamina akan terus mendukung Rio untuk teus meningkatkan prestasi di ajang balap.	Pertamina	Perusahaan Pertambangan Minyak dan Gas Bumi Negara	Perusahaan Pertambangan Min	None	Pertamina
1240	Direktur Keuangan Pertamina, Afdal Bahaudin, yang ditemui Kompas di sirkuitmengatakan, Pertamina akan terus mendukung Rio untuk teus meningkatkan prestasi di ajang balap.	Kompas	None	Kompas Gramedia	None	Afdal Bahaudin
1240	Direktur Keuangan Pertamina, Afdal Bahaudin, yang ditemui Kompas di sirkuitmengatakan, Pertamina akan terus mendukung Rio untuk teus meningkatkan prestasi di ajang balap.	Pertamina	Perusahaan Pertambangan Minyak dan Gas Bumi Negara	Perusahaan Pertambangan Min	None	Pertamina
1240	Direktur Keuangan Pertamina, Afdal Bahaudin, yang ditemui Kompas di sirkuitmengatakan, Pertamina akan terus mendukung Rio untuk teus meningkatkan prestasi di ajang balap.	Rio	None	Balap	None	Rio Haryanto
939	Menteri Rini ini menimbulkan pro dan kontra yang luas," kata Ketua DPP PDIP Hendrawan Supratikno, Senin (21/3).	Rini	None	Menteri Rini	Rini	Rini Soemarno
939	Menteri Rini ini menimbulkan pro dan kontra yang luas," kata Ketua DPP PDIP Hendrawan Supratikno, Senin (21/3).	PDIP	Partai Demokrasi Indonesia Perjuangan	Partai Demokrat Indonesia	Partai Demokrasi Indonesia Perjuangan	Partai Demokrasi Indonesia Perjuangan
939	Menteri Rini ini menimbulkan pro dan kontra yang luas," kata Ketua DPP PDIP Hendrawan Supratikno, Senin (21/3).	Hendrawan Supratikno	Hendrawan Supratikno	Ketua DPP PDIP Hendrawan	None	Hendrawan Supratikno
998	Leicester City kian mantap di puncak klasemen Premier League usai menundukkan Sunderland 2-0 di Stadium of Light, Minggu (10/4/2016).	Leicester City	Leicester City Football Club	Perserikatan Sepak Bola Leices	Leicester City Football Club	Leicester City Football Club
998	Leicester City kian mantap di puncak klasemen Premier League usai menundukkan Sunderland 2-0 di Stadium of Light, Minggu (10/4/2016).	Premier League	Liga Utama Inggris	Liga Sepakbola Premier Inggris	None	Premier League
998	Leicester City kian mantap di puncak klasemen Premier League usai menundukkan Sunderland 2-0 di Stadium of Light, Minggu (10/4/2016).	Sunderland	AFC Sunderland	Sunderland AFC	None	Sunderland A.F.C
998	Leicester City kian mantap di puncak klasemen Premier League usai menundukkan Sunderland 2-0 di Stadium of Light, Minggu (10/4/2016).	Stadium of Light	Stadion of Light	Stadion Gelombang	None	None
1394	Pada pertandingan ini, Thunder yang juga sudah lolos ke playoff mengistirahatkan pemain-pemain utamanya, termasuk Kevin Durant dan Russell Westbrook.	Thunder	None	Perserikatan Basketbol Oklahoma Thunder	None	Oklahoma City Thunder
1394	Pada pertandingan ini, Thunder yang juga sudah lolos ke playoff mengistirahatkan pemain-pemain utamanya, termasuk Kevin Durant dan Russell Westbrook.	Kevin Durant	Kevin Wayne Durant	Kevin Durant	Kevin Durant	Kevin Durant
1394	Pada pertandingan ini, Thunder yang juga sudah lolos ke playoff mengistirahatkan pemain-pemain utamanya, termasuk Kevin Durant dan Russell Westbrook.	Russell Westbrook	None	Russell Westbrook	None	Russell Westbrook
980	Di tengah-tengah perhatian dunia terhadap aktivitas Song Joong Ki sebagai bintang utama iklan dan sebagai Duta Kehormatan Pariwisata Korea, Korea Tourism Organization tentu saja akan mepromosikan lokasi syuting sebagai produk pariwisata dan akan melakukan promosi secara aktif di luar negeri bersama Song Joong Ki.	Song Joong Ki	Song Joong	Song Joong Ki	None	Song
980	Di tengah-tengah perhatian dunia terhadap aktivitas Song Joong Ki sebagai bintang utama iklan dan sebagai Duta Kehormatan Pariwisata Korea, Korea Tourism Organization tentu saja akan mepromosikan lokasi syuting sebagai produk pariwisata dan akan melakukan promosi secara aktif di luar negeri bersama Song Joong Ki.	Korea	Korea Selatan	Korea Selatan	None	Korea Selatan
980	Di tengah-tengah perhatian dunia terhadap aktivitas Song Joong Ki sebagai bintang utama iklan dan sebagai Duta Kehormatan Pariwisata Korea, Korea Tourism Organization tentu saja akan mepromosikan lokasi syuting sebagai produk pariwisata dan akan melakukan promosi secara aktif di luar negeri bersama Song Joong Ki.	Korea Tourism Organization	Organisasi Pariwisata Korea	Organisasi Turisme Korea	None	Korea
980	Di tengah-tengah perhatian dunia terhadap aktivitas Song Joong Ki sebagai bintang utama iklan dan sebagai Duta Kehormatan Pariwisata Korea, Korea Tourism Organization tentu saja akan mepromosikan lokasi syuting sebagai produk pariwisata dan akan melakukan promosi secara aktif di luar negeri bersama Song Joong Ki.	Song Joong Ki	Song Joong	Song Joong Ki	None	Song
2106	Sebagai Bandara, lalu lintas ke dan dari Bandara HLP sudah sangat padat.	Bandara HLP	Hang Nadim Langit Perak	Halim Perdanak	None	Bandara Husein Sastranegara
1553	Sebelumnya, capres yang diusung oleh Partai Demokrat dan beberapa partai peserta koalisi, Susilo Bambang Yudhoyono (SBY), menyindir janji Mega-Prabowo soal pertumbuhan ekonomi dua digit dianggap menjanjikan angin surga.	Partai Demokrat	Partai Demokrat Indonesia	Partai Demokrat	Partai Demokrasi Indonesia Perjuangan	Partai Demokrat
1553	Sebelumnya, capres yang diusung oleh Partai Demokrat dan beberapa partai peserta koalisi, Susilo Bambang Yudhoyono (SBY), menyindir janji Mega-Prabowo soal pertumbuhan ekonomi dua digit dianggap menjanjikan angin surga.	Susilo Bambang Yudhoyono	None	Susilo B	Susilo Bambang Yudhoy	Sus
1553	Sebelumnya, capres yang diusung oleh Partai Demokrat dan beberapa partai peserta koalisi, Susilo Bambang Yudhoyono (SBY), menyindir janji Mega-Prabowo soal pertumbuhan ekonomi dua digit dianggap menjanjikan angin surga.	SBY	Susilo Bambang Yudhoyono	Susilo Bambang Yud	None	Susilo Bambang Yudhoyono
1553	Sebelumnya, capres yang diusung oleh Partai Demokrat dan beberapa partai peserta koalisi, Susilo Bambang Yudhoyono (SBY), menyindir janji Mega-Prabowo soal pertumbuhan ekonomi dua digit dianggap menjanjikan angin surga.	Mega	None	Mega	None	Susilo Bambang Yudhoyono
1553	Sebelumnya, capres yang diusung oleh Partai Demokrat dan beberapa partai peserta koalisi, Susilo Bambang Yudhoyono (SBY), menyindir janji Mega-Prabowo soal pertumbuhan ekonomi dua digit dianggap menjanjikan angin surga.	Prabowo	Prabowo Subianto	Prabowo Subianto	Prabowo Subianto	Susilo Bambang Yudhoyono
57	Akom yang akan maju sebagai calon ketua umum Golkar itu juga tak mau berspekulasi bahwa Presiden akan merombak susunan kabinetnya usai munas partai berlambang pohon beringin itu.	Akom	None	Akademi Ketahanan Nasional	Akhmad Zaki Yusuf	Partai Golongan Karya
57	Akom yang akan maju sebagai calon ketua umum Golkar itu juga tak mau berspekulasi bahwa Presiden akan merombak susunan kabinetnya usai munas partai berlambang pohon beringin itu.	Golkar	None	Partai Golongan Karya	None	Golongan Karya
1293	Sekarang, kami harus menunjukkan kemampuan kami pada laga melawan Mainz di Bundesliga dan Madrid di leg kedua," kata Naldo.	Mainz	None	Mainz 05	None	Mainz 05
1293	Sekarang, kami harus menunjukkan kemampuan kami pada laga melawan Mainz di Bundesliga dan Madrid di leg kedua," kata Naldo.	Madrid	None	Liga Champions	None	Real Madrid C.F
1293	Sekarang, kami harus menunjukkan kemampuan kami pada laga melawan Mainz di Bundesliga dan Madrid di leg kedua," kata Naldo.	Naldo	None	Matthias Nastascha de R	None	Naldo
1761	Alasan lain, yaitu kebijakan Penyertaan Modal Negara (PMN) untuk BUMN yang menjadi kritikan untuk Rini.	BUMN	None	Badan Usaha Milik Negara	Badan Usaha Milik Negara	BUMN
1761	Alasan lain, yaitu kebijakan Penyertaan Modal Negara (PMN) untuk BUMN yang menjadi kritikan untuk Rini.	Rini	None	Rini Soewandi	Rini Widyastuti	Rini Soemarno
1330	"Bu Mega tetap berkomitmen pemerintahan Ahok-Djarot berjalan dengan sebaik-baiknya, ini kedewasaan politik yang diterapkan Bu Mega,"Hasto menandaskan.	Mega	None	Hasto Kristiadi	None	Megawati Soekarnoputri
1330	"Bu Mega tetap berkomitmen pemerintahan Ahok-Djarot berjalan dengan sebaik-baiknya, ini kedewasaan politik yang diterapkan Bu Mega,"Hasto menandaskan.	Ahok	Basuki Tjahaja Purnama	Anwar Hasto Djoko Widodo	None	Ahok
1330	"Bu Mega tetap berkomitmen pemerintahan Ahok-Djarot berjalan dengan sebaik-baiknya, ini kedewasaan politik yang diterapkan Bu Mega,"Hasto menandaskan.	Djarot	None	Djarot Samson	Djarot Sastrawati	Djarot Saiful Hidayat
1330	"Bu Mega tetap berkomitmen pemerintahan Ahok-Djarot berjalan dengan sebaik-baiknya, ini kedewasaan politik yang diterapkan Bu Mega,"Hasto menandaskan.	Mega	None	Hasto Kristiadi	None	Megawati Soekarnoputri
1330	"Bu Mega tetap berkomitmen pemerintahan Ahok-Djarot berjalan dengan sebaik-baiknya, ini kedewasaan politik yang diterapkan Bu Mega,"Hasto menandaskan.	Hasto	None	Hasto Kristiyanto	None	None
1132	Melawat ke Volkswagen Arena, Kamis (7/4/2016) dinihari WIB, pada leg pertama perempatfinal Liga Champions, Madrid sebenarnya tampil dominan sejak menit awal, Mereka punya 60 persen ball possesion serta membuat total 21 attempts.	Volkswagen Arena	Stadion Volkswagen Arena	Stadion Volkswagen	None	Volkswagen Arena
1132	Melawat ke Volkswagen Arena, Kamis (7/4/2016) dinihari WIB, pada leg pertama perempatfinal Liga Champions, Madrid sebenarnya tampil dominan sejak menit awal, Mereka punya 60 persen ball possesion serta membuat total 21 attempts.	Madrid	Real Madrid	Stadion Real Madrid	None	Real Madrid C.F
553	PKB sendiri melihat bahwa terhadap pihaknya, ada serangan untuk upaya penyingkiran kadernya, Marwan Jafar, dari posisi Menteri Desa dan Pembangunan Daerah Tertinggal dan Transmigrasi (PDTT).	PKB	Partai Keadilan Sejahtera	Partai Keadilan Se	Partai Keadilan	Partai Kebangkitan Bangsa
553	PKB sendiri melihat bahwa terhadap pihaknya, ada serangan untuk upaya penyingkiran kadernya, Marwan Jafar, dari posisi Menteri Desa dan Pembangunan Daerah Tertinggal dan Transmigrasi (PDTT).	Marwan Jafar	Marwan Jafar	None	None	Marwan Jafar
1403	Anda tak boleh membuat kesalahan-kesalahan seperti ini saat melawan sebuah tim dengan kualitas ini," ujar Ibra kepada PSG TV.	Ibra	None	Ibrahim	None	PSG
1403	Anda tak boleh membuat kesalahan-kesalahan seperti ini saat melawan sebuah tim dengan kualitas ini," ujar Ibra kepada PSG TV.	PSG	None	Paris Saint-Germain	None	Paris Saint-Germain Football Club
1455	Murray mengatasi Jeremy Chardy, sementara Federer menaklukkan Gael Monfils Bermain di lapangan Suzanne-Lenglen, Senin (1/6/2015) malam WIB, harus bermain empat set untuk menang dengan hasil akhir 6-4, 3-6, 6-3, dan 6-2.	Murray	None	Andy Murray	None	Murray
1455	Murray mengatasi Jeremy Chardy, sementara Federer menaklukkan Gael Monfils Bermain di lapangan Suzanne-Lenglen, Senin (1/6/2015) malam WIB, harus bermain empat set untuk menang dengan hasil akhir 6-4, 3-6, 6-3, dan 6-2.	Jeremy Chardy	J	None	None	Jeremy Chardy
1455	Murray mengatasi Jeremy Chardy, sementara Federer menaklukkan Gael Monfils Bermain di lapangan Suzanne-Lenglen, Senin (1/6/2015) malam WIB, harus bermain empat set untuk menang dengan hasil akhir 6-4, 3-6, 6-3, dan 6-2.	Federer	None	Roger Federer	None	Federer
1455	Murray mengatasi Jeremy Chardy, sementara Federer menaklukkan Gael Monfils Bermain di lapangan Suzanne-Lenglen, Senin (1/6/2015) malam WIB, harus bermain empat set untuk menang dengan hasil akhir 6-4, 3-6, 6-3, dan 6-2.	Gael Monfils	Gael Sebastien Monfils	Tennis Player Gael Monfils	Gael Monfils is	Gael Monfils
1455	Murray mengatasi Jeremy Chardy, sementara Federer menaklukkan Gael Monfils Bermain di lapangan Suzanne-Lenglen, Senin (1/6/2015) malam WIB, harus bermain empat set untuk menang dengan hasil akhir 6-4, 3-6, 6-3, dan 6-2.	Suzanne-Lenglen	Stade Suzanne	Lapangan Tennis Suzanne-Lenglen	None	Suzanne-Lenglen Arena
687	Namun Mega dan mantan Presiden RI lainnya tidak ada yang datang ke Istana.	Mega	None	Mega Awang	None	Megawati Soekarnoputri
687	Namun Mega dan mantan Presiden RI lainnya tidak ada yang datang ke Istana.	RI	Republik Indonesia	Negara Republik Indonesia	None	Republik Indonesia
1719	Memang Jokowi sebaiknya memberikan parpol baru untuk masuk ke dalam kabinet, tapi konsekuensinya mengurangi jatah parpol yang sudah ada," katanya.	Jokowi	Joko Widodo	Presiden Joko Widodo	None	Joko Widodo
1978	Wapres Boediono bersilaturahim ke kediaman mantan Presiden Megawati Soekarnoputri.	Boediono	Boediono Setiawan	Wakil Presiden Boediono	Boediono Soewardi Soerjanto	Boediono
1978	Wapres Boediono bersilaturahim ke kediaman mantan Presiden Megawati Soekarnoputri.	Megawati Soekarnoputri	Megawati Soekarnoputri	Ketua Mentri Kabinet Megaw	None	Megawati Soekarnoputri
430	di final hari ini, Federer telah memenangi 76 dari 77 pertandingan terakhirnya di lapangan rumpur semenjak 2002.Terakhir saya mendapat pesanan jilbab dan baju gamis dari Yaman," ungkapnya.	Federer	None	Roger Federer	Roger Federer	Roger Federer
430	di final hari ini, Federer telah memenangi 76 dari 77 pertandingan terakhirnya di lapangan rumpur semenjak 2002.Terakhir saya mendapat pesanan jilbab dan baju gamis dari Yaman," ungkapnya.	Yaman	None	Yaman adalah sebuah neg	None	Federer
1594	Mereka punya branch di Singapore, tapi all the moduls dari UK," tutur Rio saat diwawancara wartawan di Hotel Crowne Plaza, Milan, Italia, Jumat (5/9/2014) malam.	Singapore	Singapura	Negara Singapura	None	Singapore
1594	Mereka punya branch di Singapore, tapi all the moduls dari UK," tutur Rio saat diwawancara wartawan di Hotel Crowne Plaza, Milan, Italia, Jumat (5/9/2014) malam.	UK	None	Perserikatan Kingdom United	None	University of Kent
1594	Mereka punya branch di Singapore, tapi all the moduls dari UK," tutur Rio saat diwawancara wartawan di Hotel Crowne Plaza, Milan, Italia, Jumat (5/9/2014) malam.	Rio	None	Rio Helmi Hidayat	None	None
1594	Mereka punya branch di Singapore, tapi all the moduls dari UK," tutur Rio saat diwawancara wartawan di Hotel Crowne Plaza, Milan, Italia, Jumat (5/9/2014) malam.	Milan	Milan	Hotel Crowne Plaza, Milan, Italia	Milan	None
1594	Mereka punya branch di Singapore, tapi all the moduls dari UK," tutur Rio saat diwawancara wartawan di Hotel Crowne Plaza, Milan, Italia, Jumat (5/9/2014) malam.	Italia	Italia	Italia	None	None
1916	"Perekrutan dilakukan untuk memperkuat SDM Pos Indonesia sesuai dengan rencana bisnis yang akan dijalankan perusahaan," kata Direktur Utama PT Pos Indonesia, Gilarsi Wahju Setijono.	Pos Indonesia	None	Perusahaan Pos Indonesia	None	PT Pos Indonesia Tbk
1916	"Perekrutan dilakukan untuk memperkuat SDM Pos Indonesia sesuai dengan rencana bisnis yang akan dijalankan perusahaan," kata Direktur Utama PT Pos Indonesia, Gilarsi Wahju Setijono.	PT Pos Indonesia	Perusahaan Telekomunikasi Pos Indonesia	PT Pos Indonesia	None	PT
1090	Permukaannya cukup cepat dan Pete bermain bagus dan jarang membuat kesalahan," demikian penuturan Federer tentang lawan tandingnya itu seperti dikutip BBC.	Pete	None	None	None	Roger Federer
1090	Permukaannya cukup cepat dan Pete bermain bagus dan jarang membuat kesalahan," demikian penuturan Federer tentang lawan tandingnya itu seperti dikutip BBC.	Federer	None	Pete Federer	Roger Federer	Roger Federer
1090	Permukaannya cukup cepat dan Pete bermain bagus dan jarang membuat kesalahan," demikian penuturan Federer tentang lawan tandingnya itu seperti dikutip BBC.	BBC	None	British Broadcasting Corporation	None	British Broadcasting Corporation
1407	Nilai perdagangan saham Telkom sepanjang tahun 2005 sebesar Rp 24 triliun, naik dibandingkan tahun 2004 yang senilai Rp 23 triliun.	Telkom	None	Persero Tbk	None	Telkom Indonesia Tbk
1646	Hendrawan kemudian menyebut empat nama menteri yang posisinya dirasa kurang tepat.	Hendrawan	Hendrawan Supandji	Menteri	None	Hendrawan
486	Pesawat Batik Air tujuan Makassar sebelumnya bertabrakan dengan Pesawat ATR TransNusa sekitar pukul 20 WIB dan menyebabkan dua pesawat tersebut rusak.	Batik Air	Batik Air Indonesia	Pesawat Batik Air	None	Batik Air
486	Pesawat Batik Air tujuan Makassar sebelumnya bertabrakan dengan Pesawat ATR TransNusa sekitar pukul 20 WIB dan menyebabkan dua pesawat tersebut rusak.	Makassar	Kota Makassar	Kota Makassar	None	Makassar
486	Pesawat Batik Air tujuan Makassar sebelumnya bertabrakan dengan Pesawat ATR TransNusa sekitar pukul 20 WIB dan menyebabkan dua pesawat tersebut rusak.	TransNusa	None	Persatuan Nusantara	None	TransNusa
1069	"Finnet dibentuk untuk menangkap peluang bisnis di bidang penyedia data keuangan dan jaringan perbankan," kata Kepala Unit Hubungan Investor Telkom, Rochiman Sukarno dalam penjelasan tertulis, Rabu (1/2/2006).	Telkom	PT Telekomunikasi Indonesia	Perseroan Terbatas Telkom Indonesia	PT Telekomunikasi	Telkom Indonesia Tbk
1792	Pada pertemuan kedua yang akan digelar di kandang City pada pekan depan, mereka harus menang atau bermain seri dengan skor lebih besar daripada 2-2 untuk lolos ke semifinal.	City	None	None	None	City
1161	Sekjen PKB Abdul Kadir Karding, dalam siaran pers terpisah, menyebut selama ini Kemedes menjadi incaran dari banyak pihak termasuk dari partai politik.	PKB	Partai Keadilan Bung Karno	Partai Keadilan Se	None	Partai Kebangkitan Bangsa
1161	Sekjen PKB Abdul Kadir Karding, dalam siaran pers terpisah, menyebut selama ini Kemedes menjadi incaran dari banyak pihak termasuk dari partai politik.	Abdul Kadir Karding	Abdul Kadir Karding	Sekretaris Jenderal Partai K	Abdul Kadir Karding	Abd
1161	Sekjen PKB Abdul Kadir Karding, dalam siaran pers terpisah, menyebut selama ini Kemedes menjadi incaran dari banyak pihak termasuk dari partai politik.	Kemedes	None	Kementerian Desa	None	Partai Keadilan dan Persatuan Indonesia
531	Federer pernah dua kali menjadi juara turnamen ATP berlevel masters di Kanada ini, baik baik ketika digelar di Montreal maupun Toronto, yakni di tahun 2004 dan 2006.	Federer	None	Roger Federer	Roger Federer	Roger Federer
531	Federer pernah dua kali menjadi juara turnamen ATP berlevel masters di Kanada ini, baik baik ketika digelar di Montreal maupun Toronto, yakni di tahun 2004 dan 2006.	Kanada	None	None	None	Kanada
531	Federer pernah dua kali menjadi juara turnamen ATP berlevel masters di Kanada ini, baik baik ketika digelar di Montreal maupun Toronto, yakni di tahun 2004 dan 2006.	Montreal	None	Turnamen ATP Masters di Montreal	None	Montreal
531	Federer pernah dua kali menjadi juara turnamen ATP berlevel masters di Kanada ini, baik baik ketika digelar di Montreal maupun Toronto, yakni di tahun 2004 dan 2006.	Toronto	None	Kota Toronto	None	Toronto
428	Jembatan yang memutar dari Kenjeran menuju Kecamatan Bulak itu sudah bisa disaksikan dari Taman Hiburan Pantau (THP) Kenjeran.	Kenjeran	Kenjeran W	Jembatan Kenjeran	None	Kenjeran
428	Jembatan yang memutar dari Kenjeran menuju Kecamatan Bulak itu sudah bisa disaksikan dari Taman Hiburan Pantau (THP) Kenjeran.	Kecamatan Bulak	Kecamatan Bulaksumur	Kecamatan Bulak	None	Kecamatan Bulak
428	Jembatan yang memutar dari Kenjeran menuju Kecamatan Bulak itu sudah bisa disaksikan dari Taman Hiburan Pantau (THP) Kenjeran.	Kenjeran	Kenjeran W	Jembatan Kenjeran	None	Kenjeran
70	Itu juga dengan catatan mereka masih perlu berharap Leicester terpeleset.	Leicester	Leicester City F	Klub Sepak Bola Leicester City	None	Leicester City Football Club
369	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	Telkom	PT Telekomunikasi Indonesia	Perusahaan Telekomunikasi Indonesia	Telkom	Telkom Indonesia Tbk
369	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	TLKM	Telekomunikasi Indonesia	Telkom Indonesia	None	Telkom Indonesia Tbk
369	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	BTPN	Bank Tabungan Pensiunan Nasional	Bank Tabungan Pens	Bank Tabungan Negara	Bank Tabungan Pembangunan Nasional
369	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	BTPN	Bank Tabungan Pensiunan Nasional	Bank Tabungan Pens	Bank Tabungan Negara	Bank Tabungan Pembangunan Nasional
369	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	Inco	PT International Nickel Indonesia	Perseroan Terbatas Inco	None	PT. Inco Bumi Resources Tbk
369	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	INCO	PT International Nickel Indonesia	Perseroan Terbatas Inco	None	PT. Indocement Tunggal Prakarsa Tbk
369	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	Bumi Resources	PT Bumi Resources Tbk	Perusahaan Bumi Resources	None	Bumi Resources
369	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	BUMI	Bumi Resources	Bumi Resources	None	Bumi Resources
