sent_id	mention	sentence	mention expansion
1330	Mega	"Bu Mega tetap berkomitmen pemerintahan Ahok-Djarot berjalan dengan sebaik-baiknya, ini kedewasaan politik yang diterapkan Bu Mega,"Hasto menandaskan.	Mega
1330	Ahok	"Bu Mega tetap berkomitmen pemerintahan Ahok-Djarot berjalan dengan sebaik-baiknya, ini kedewasaan politik yang diterapkan Bu Mega,"Hasto menandaskan.	Basuki Tjahaja Purnama
1330	Djarot	"Bu Mega tetap berkomitmen pemerintahan Ahok-Djarot berjalan dengan sebaik-baiknya, ini kedewasaan politik yang diterapkan Bu Mega,"Hasto menandaskan.	Djarot Sastrawati
1330	Mega	"Bu Mega tetap berkomitmen pemerintahan Ahok-Djarot berjalan dengan sebaik-baiknya, ini kedewasaan politik yang diterapkan Bu Mega,"Hasto menandaskan.	Mega
1330	Hasto	"Bu Mega tetap berkomitmen pemerintahan Ahok-Djarot berjalan dengan sebaik-baiknya, ini kedewasaan politik yang diterapkan Bu Mega,"Hasto menandaskan.	Hasto
1132	Volkswagen Arena	Melawat ke Volkswagen Arena, Kamis (7/4/2016) dinihari WIB, pada leg pertama perempatfinal Liga Champions, Madrid sebenarnya tampil dominan sejak menit awal, Mereka punya 60 persen ball possesion serta membuat total 21 attempts.	Stadion Volkswagen Arena
1132	Madrid	Melawat ke Volkswagen Arena, Kamis (7/4/2016) dinihari WIB, pada leg pertama perempatfinal Liga Champions, Madrid sebenarnya tampil dominan sejak menit awal, Mereka punya 60 persen ball possesion serta membuat total 21 attempts.	Real Madrid
553	PKB	PKB sendiri melihat bahwa terhadap pihaknya, ada serangan untuk upaya penyingkiran kadernya, Marwan Jafar, dari posisi Menteri Desa dan Pembangunan Daerah Tertinggal dan Transmigrasi (PDTT).	Partai Keadilan
553	Marwan Jafar	PKB sendiri melihat bahwa terhadap pihaknya, ada serangan untuk upaya penyingkiran kadernya, Marwan Jafar, dari posisi Menteri Desa dan Pembangunan Daerah Tertinggal dan Transmigrasi (PDTT).	Marwan Jafar
1403	Ibra	Anda tak boleh membuat kesalahan-kesalahan seperti ini saat melawan sebuah tim dengan kualitas ini," ujar Ibra kepada PSG TV.	Ibra
1403	PSG	Anda tak boleh membuat kesalahan-kesalahan seperti ini saat melawan sebuah tim dengan kualitas ini," ujar Ibra kepada PSG TV.	PSG
1455	Murray	Murray mengatasi Jeremy Chardy, sementara Federer menaklukkan Gael Monfils Bermain di lapangan Suzanne-Lenglen, Senin (1/6/2015) malam WIB, harus bermain empat set untuk menang dengan hasil akhir 6-4, 3-6, 6-3, dan 6-2.	Murray
1455	Jeremy Chardy	Murray mengatasi Jeremy Chardy, sementara Federer menaklukkan Gael Monfils Bermain di lapangan Suzanne-Lenglen, Senin (1/6/2015) malam WIB, harus bermain empat set untuk menang dengan hasil akhir 6-4, 3-6, 6-3, dan 6-2.	J
1455	Federer	Murray mengatasi Jeremy Chardy, sementara Federer menaklukkan Gael Monfils Bermain di lapangan Suzanne-Lenglen, Senin (1/6/2015) malam WIB, harus bermain empat set untuk menang dengan hasil akhir 6-4, 3-6, 6-3, dan 6-2.	Federer
1455	Gael Monfils	Murray mengatasi Jeremy Chardy, sementara Federer menaklukkan Gael Monfils Bermain di lapangan Suzanne-Lenglen, Senin (1/6/2015) malam WIB, harus bermain empat set untuk menang dengan hasil akhir 6-4, 3-6, 6-3, dan 6-2.	Gael Monfils is
1455	Suzanne-Lenglen	Murray mengatasi Jeremy Chardy, sementara Federer menaklukkan Gael Monfils Bermain di lapangan Suzanne-Lenglen, Senin (1/6/2015) malam WIB, harus bermain empat set untuk menang dengan hasil akhir 6-4, 3-6, 6-3, dan 6-2.	Stade Suzanne
687	Mega	Namun Mega dan mantan Presiden RI lainnya tidak ada yang datang ke Istana.	Mega
687	RI	Namun Mega dan mantan Presiden RI lainnya tidak ada yang datang ke Istana.	Republik Indonesia
1719	Jokowi	Memang Jokowi sebaiknya memberikan parpol baru untuk masuk ke dalam kabinet, tapi konsekuensinya mengurangi jatah parpol yang sudah ada," katanya.	Joko Widodo
1978	Boediono	Wapres Boediono bersilaturahim ke kediaman mantan Presiden Megawati Soekarnoputri.	Boediono Setiawan
1978	Megawati Soekarnoputri	Wapres Boediono bersilaturahim ke kediaman mantan Presiden Megawati Soekarnoputri.	Megawati Soekarnoputri
430	Federer	di final hari ini, Federer telah memenangi 76 dari 77 pertandingan terakhirnya di lapangan rumpur semenjak 2002.Terakhir saya mendapat pesanan jilbab dan baju gamis dari Yaman," ungkapnya.	Roger Federer
430	Yaman	di final hari ini, Federer telah memenangi 76 dari 77 pertandingan terakhirnya di lapangan rumpur semenjak 2002.Terakhir saya mendapat pesanan jilbab dan baju gamis dari Yaman," ungkapnya.	Yaman
1594	Singapore	Mereka punya branch di Singapore, tapi all the moduls dari UK," tutur Rio saat diwawancara wartawan di Hotel Crowne Plaza, Milan, Italia, Jumat (5/9/2014) malam.	Singapura
1594	UK	Mereka punya branch di Singapore, tapi all the moduls dari UK," tutur Rio saat diwawancara wartawan di Hotel Crowne Plaza, Milan, Italia, Jumat (5/9/2014) malam.	UK
1594	Rio	Mereka punya branch di Singapore, tapi all the moduls dari UK," tutur Rio saat diwawancara wartawan di Hotel Crowne Plaza, Milan, Italia, Jumat (5/9/2014) malam.	Rio
1594	Milan	Mereka punya branch di Singapore, tapi all the moduls dari UK," tutur Rio saat diwawancara wartawan di Hotel Crowne Plaza, Milan, Italia, Jumat (5/9/2014) malam.	Milan
1594	Italia	Mereka punya branch di Singapore, tapi all the moduls dari UK," tutur Rio saat diwawancara wartawan di Hotel Crowne Plaza, Milan, Italia, Jumat (5/9/2014) malam.	Italia
1916	Pos Indonesia	"Perekrutan dilakukan untuk memperkuat SDM Pos Indonesia sesuai dengan rencana bisnis yang akan dijalankan perusahaan," kata Direktur Utama PT Pos Indonesia, Gilarsi Wahju Setijono.	Pos Indonesia
1916	PT Pos Indonesia	"Perekrutan dilakukan untuk memperkuat SDM Pos Indonesia sesuai dengan rencana bisnis yang akan dijalankan perusahaan," kata Direktur Utama PT Pos Indonesia, Gilarsi Wahju Setijono.	Perusahaan Telekomunikasi Pos Indonesia
1090	Pete	Permukaannya cukup cepat dan Pete bermain bagus dan jarang membuat kesalahan," demikian penuturan Federer tentang lawan tandingnya itu seperti dikutip BBC.	Pete
1090	Federer	Permukaannya cukup cepat dan Pete bermain bagus dan jarang membuat kesalahan," demikian penuturan Federer tentang lawan tandingnya itu seperti dikutip BBC.	Roger Federer
1090	BBC	Permukaannya cukup cepat dan Pete bermain bagus dan jarang membuat kesalahan," demikian penuturan Federer tentang lawan tandingnya itu seperti dikutip BBC.	BBC
1407	Telkom	Nilai perdagangan saham Telkom sepanjang tahun 2005 sebesar Rp 24 triliun, naik dibandingkan tahun 2004 yang senilai Rp 23 triliun.	Telkom
1646	Hendrawan	Hendrawan kemudian menyebut empat nama menteri yang posisinya dirasa kurang tepat.	Hendrawan Supandji
486	Batik Air	Pesawat Batik Air tujuan Makassar sebelumnya bertabrakan dengan Pesawat ATR TransNusa sekitar pukul 20 WIB dan menyebabkan dua pesawat tersebut rusak.	Batik Air Indonesia
486	Makassar	Pesawat Batik Air tujuan Makassar sebelumnya bertabrakan dengan Pesawat ATR TransNusa sekitar pukul 20 WIB dan menyebabkan dua pesawat tersebut rusak.	Kota Makassar
486	TransNusa	Pesawat Batik Air tujuan Makassar sebelumnya bertabrakan dengan Pesawat ATR TransNusa sekitar pukul 20 WIB dan menyebabkan dua pesawat tersebut rusak.	TransNusa
1069	Telkom	"Finnet dibentuk untuk menangkap peluang bisnis di bidang penyedia data keuangan dan jaringan perbankan," kata Kepala Unit Hubungan Investor Telkom, Rochiman Sukarno dalam penjelasan tertulis, Rabu (1/2/2006).	PT Telekomunikasi
1792	City	Pada pertemuan kedua yang akan digelar di kandang City pada pekan depan, mereka harus menang atau bermain seri dengan skor lebih besar daripada 2-2 untuk lolos ke semifinal.	City
1161	PKB	Sekjen PKB Abdul Kadir Karding, dalam siaran pers terpisah, menyebut selama ini Kemedes menjadi incaran dari banyak pihak termasuk dari partai politik.	Partai Keadilan Bung Karno
1161	Abdul Kadir Karding	Sekjen PKB Abdul Kadir Karding, dalam siaran pers terpisah, menyebut selama ini Kemedes menjadi incaran dari banyak pihak termasuk dari partai politik.	Abdul Kadir Karding
1161	Kemedes	Sekjen PKB Abdul Kadir Karding, dalam siaran pers terpisah, menyebut selama ini Kemedes menjadi incaran dari banyak pihak termasuk dari partai politik.	Kemedes
531	Federer	Federer pernah dua kali menjadi juara turnamen ATP berlevel masters di Kanada ini, baik baik ketika digelar di Montreal maupun Toronto, yakni di tahun 2004 dan 2006.	Roger Federer
531	Kanada	Federer pernah dua kali menjadi juara turnamen ATP berlevel masters di Kanada ini, baik baik ketika digelar di Montreal maupun Toronto, yakni di tahun 2004 dan 2006.	Kanada
531	Montreal	Federer pernah dua kali menjadi juara turnamen ATP berlevel masters di Kanada ini, baik baik ketika digelar di Montreal maupun Toronto, yakni di tahun 2004 dan 2006.	Montreal
531	Toronto	Federer pernah dua kali menjadi juara turnamen ATP berlevel masters di Kanada ini, baik baik ketika digelar di Montreal maupun Toronto, yakni di tahun 2004 dan 2006.	Toronto
428	Kenjeran	Jembatan yang memutar dari Kenjeran menuju Kecamatan Bulak itu sudah bisa disaksikan dari Taman Hiburan Pantau (THP) Kenjeran.	Kenjeran W
428	Kecamatan Bulak	Jembatan yang memutar dari Kenjeran menuju Kecamatan Bulak itu sudah bisa disaksikan dari Taman Hiburan Pantau (THP) Kenjeran.	Kecamatan Bulaksumur
428	Kenjeran	Jembatan yang memutar dari Kenjeran menuju Kecamatan Bulak itu sudah bisa disaksikan dari Taman Hiburan Pantau (THP) Kenjeran.	Kenjeran W
70	Leicester	Itu juga dengan catatan mereka masih perlu berharap Leicester terpeleset.	Leicester City F
369	Telkom	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	Telkom
369	TLKM	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	Telekomunikasi Indonesia
369	BTPN	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	Bank Tabungan Negara
369	BTPN	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	Bank Tabungan Negara
369	Inco	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	PT International Nickel Indonesia
369	INCO	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	PT International Nickel Indonesia
369	Bumi Resources	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	PT Bumi Resources Tbk
369	BUMI	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	Bumi Resources
369	Semen Gresik	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	Semen Gresik
369	SMGR	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	Semen Gresik
369	BRI	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	Bank Rakyat Indonesia
369	BBRI	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	Bank BRI
369	Indofood	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	PT Indofood Sukses Makmur
369	INDF	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	Indofood Sukses Makmur
1653	Samsung	Dalam pengembangan pabrik tersebut, Samsung menggelontorkan investasi baru sejumlah USD 70 juta.	Samsung Electronics
1933	London	London-Leicester City dapat tambahan dukungan dalam usaha menjuarai Premier League.	Kota London
1933	Leicester City	London-Leicester City dapat tambahan dukungan dalam usaha menjuarai Premier League.	Leicester City Football Club
520	Pramono Anung	"Surat itu, siapa saja boleh mengirim dan meminta," kata Pramono Anung di Gedung Sekretariat Negara, Jakarta Pusat, Rabu (6/4/2016).	Pramono Anung
520	Jakarta Pusat	"Surat itu, siapa saja boleh mengirim dan meminta," kata Pramono Anung di Gedung Sekretariat Negara, Jakarta Pusat, Rabu (6/4/2016).	Daerah Khusus Ibukota Jakarta Pusat
669	PDIP	PDIP menilai beberapa menteri kinerjanya kurang bagus sehingga layak diganti.	Partai Demokrasi Indonesia Perjuangan
580	Bale	"Apa yang mesti kami lakukan adalah memastikan kami menang dengan keunggulan tiga gol," seru Bale.	Gareth Bale
1037	Johan	Kalau ada perkembangan baru, saya belum cek ke Presiden," ucap Johan.	Johan Budiarto
248	Indosat	Indosat melakukan penyajian ulang untuk kinerja tahun 2003 atas transaksi silang antara PT Indosat Tbk dan PT Telkom Tbk, dimana perseroan mencatatkan penerimaan dari pos luar biasa sebesar Rp 4,49 triliun.	PT Indosat Tbk
248	PT Indosat Tbk	Indosat melakukan penyajian ulang untuk kinerja tahun 2003 atas transaksi silang antara PT Indosat Tbk dan PT Telkom Tbk, dimana perseroan mencatatkan penerimaan dari pos luar biasa sebesar Rp 4,49 triliun.	PT Indosat Tbk
248	PT Telkom Tbk	Indosat melakukan penyajian ulang untuk kinerja tahun 2003 atas transaksi silang antara PT Indosat Tbk dan PT Telkom Tbk, dimana perseroan mencatatkan penerimaan dari pos luar biasa sebesar Rp 4,49 triliun.	PT Telekomunikasi Indonesia Tbk
1357	Samsung	Tak seperti Samsung dan HTC, sayangnya Asus belum menggunakan custom User Interace (UI) mereka sendiri, karena masih menggunakan tampilan orisinil OS Android Honeycomb 3.	Samsung Electronics
1357	HTC	Tak seperti Samsung dan HTC, sayangnya Asus belum menggunakan custom User Interace (UI) mereka sendiri, karena masih menggunakan tampilan orisinil OS Android Honeycomb 3.	HTC
1357	Asus	Tak seperti Samsung dan HTC, sayangnya Asus belum menggunakan custom User Interace (UI) mereka sendiri, karena masih menggunakan tampilan orisinil OS Android Honeycomb 3.	ASUS
1357	UI	Tak seperti Samsung dan HTC, sayangnya Asus belum menggunakan custom User Interace (UI) mereka sendiri, karena masih menggunakan tampilan orisinil OS Android Honeycomb 3.	User Interface
612	Disney	Ditambah dengan tiga minggu sebelumnya, total pendapatan film garapan Disney ini tak kurang dari US$ 72,3 juta.	Walt Disney Studios Motion
671	Sanggeng	Mereka yang kebanyakan ibu-ibu sudah berkumpul di Dermaga Biriosi, Sanggeng, Manokwari, Papua Barat.	Sanggeng
671	Manokwari	Mereka yang kebanyakan ibu-ibu sudah berkumpul di Dermaga Biriosi, Sanggeng, Manokwari, Papua Barat.	Kota Manokwari
671	Papua Barat	Mereka yang kebanyakan ibu-ibu sudah berkumpul di Dermaga Biriosi, Sanggeng, Manokwari, Papua Barat.	Provinsi Papua Barat
1362	Parc des Princes	Dalam laga yang bergulir di Parc des Princes dalam leg pertama perempatfinal Liga Champions, Kamis (7/4/2016) dinihari WIB, City membawa pulang hasil seri 2-2.	Stadion Parc des Princes
1362	City	Dalam laga yang bergulir di Parc des Princes dalam leg pertama perempatfinal Liga Champions, Kamis (7/4/2016) dinihari WIB, City membawa pulang hasil seri 2-2.	Manchester City
1603	Disney	Beberapa waktu lalu penyanyi remaja jebolan Disney ini memutuskan hengkang dari Twitter.	The Walt Disney Company
1603	Twitter	Beberapa waktu lalu penyanyi remaja jebolan Disney ini memutuskan hengkang dari Twitter.	Situs jejaring sosial
1804	DKI Jakarta	Gubernur DKI Jakarta Basuki Tjahaja Poernama pada Kamis (24/3) mengatakan LRT di Jakarta akan mulai dibangun pada April 2016.	Daerah Khusus Ibukota Jakarta
1804	Basuki Tjahaja Poernama	Gubernur DKI Jakarta Basuki Tjahaja Poernama pada Kamis (24/3) mengatakan LRT di Jakarta akan mulai dibangun pada April 2016.	Basuki Tjahaja Purnama
1804	Jakarta	Gubernur DKI Jakarta Basuki Tjahaja Poernama pada Kamis (24/3) mengatakan LRT di Jakarta akan mulai dibangun pada April 2016.	Daerah Khusus Ibukota Jakarta
708	Apple	Rencana Apple membesut iPhone murah juga sebagai upaya menandingi smartphone Android berharga murah, terutama pesaing ketatnya, Samsung.	Apple
708	iPhone	Rencana Apple membesut iPhone murah juga sebagai upaya menandingi smartphone Android berharga murah, terutama pesaing ketatnya, Samsung.	iPhone yang diproduksi
708	Android	Rencana Apple membesut iPhone murah juga sebagai upaya menandingi smartphone Android berharga murah, terutama pesaing ketatnya, Samsung.	Android
708	Samsung	Rencana Apple membesut iPhone murah juga sebagai upaya menandingi smartphone Android berharga murah, terutama pesaing ketatnya, Samsung.	Samsung
241	Surabaya	"Termasuk program-program berbasis IT yang digunakan Pemkot Surabaya juga diadopsi KPK," katanya.'" Hari Senin tanggal 21 Februari Tim Hukum DPP akan ke KPK untuk meminta keterangan dalam kaitan hal mana Ibu Megawati diminta untuk menjadi saksi ade charge," kata Ketua Departemen Hukum DPP PDIP, Gayus Lumbuun, kepada detikcom, Jumat (18/2/2011).	Kota Surabaya
241	KPK	"Termasuk program-program berbasis IT yang digunakan Pemkot Surabaya juga diadopsi KPK," katanya.'" Hari Senin tanggal 21 Februari Tim Hukum DPP akan ke KPK untuk meminta keterangan dalam kaitan hal mana Ibu Megawati diminta untuk menjadi saksi ade charge," kata Ketua Departemen Hukum DPP PDIP, Gayus Lumbuun, kepada detikcom, Jumat (18/2/2011).	Komisi Pemberantasan Korupsi
241	KPK	"Termasuk program-program berbasis IT yang digunakan Pemkot Surabaya juga diadopsi KPK," katanya.'" Hari Senin tanggal 21 Februari Tim Hukum DPP akan ke KPK untuk meminta keterangan dalam kaitan hal mana Ibu Megawati diminta untuk menjadi saksi ade charge," kata Ketua Departemen Hukum DPP PDIP, Gayus Lumbuun, kepada detikcom, Jumat (18/2/2011).	Komisi Pemberantasan Korupsi
241	Megawati	"Termasuk program-program berbasis IT yang digunakan Pemkot Surabaya juga diadopsi KPK," katanya.'" Hari Senin tanggal 21 Februari Tim Hukum DPP akan ke KPK untuk meminta keterangan dalam kaitan hal mana Ibu Megawati diminta untuk menjadi saksi ade charge," kata Ketua Departemen Hukum DPP PDIP, Gayus Lumbuun, kepada detikcom, Jumat (18/2/2011).	Megawati Soekarnoputri
241	PDIP	"Termasuk program-program berbasis IT yang digunakan Pemkot Surabaya juga diadopsi KPK," katanya.'" Hari Senin tanggal 21 Februari Tim Hukum DPP akan ke KPK untuk meminta keterangan dalam kaitan hal mana Ibu Megawati diminta untuk menjadi saksi ade charge," kata Ketua Departemen Hukum DPP PDIP, Gayus Lumbuun, kepada detikcom, Jumat (18/2/2011).	Partai Demokrasi Indonesia Perjuangan
241	Gayus Lumbuun	"Termasuk program-program berbasis IT yang digunakan Pemkot Surabaya juga diadopsi KPK," katanya.'" Hari Senin tanggal 21 Februari Tim Hukum DPP akan ke KPK untuk meminta keterangan dalam kaitan hal mana Ibu Megawati diminta untuk menjadi saksi ade charge," kata Ketua Departemen Hukum DPP PDIP, Gayus Lumbuun, kepada detikcom, Jumat (18/2/2011).	Gayus Tambunan Lumbuun
241	detikcom	"Termasuk program-program berbasis IT yang digunakan Pemkot Surabaya juga diadopsi KPK," katanya.'" Hari Senin tanggal 21 Februari Tim Hukum DPP akan ke KPK untuk meminta keterangan dalam kaitan hal mana Ibu Megawati diminta untuk menjadi saksi ade charge," kata Ketua Departemen Hukum DPP PDIP, Gayus Lumbuun, kepada detikcom, Jumat (18/2/2011).	detikcom
1005	Taiwan	Pertemuan terakhir di Taiwan Terbuka 2015 dimenang Kevin/Marcus dengan skor 21-19, 21-17.	Taiwan Terbuka
1005	Kevin	Pertemuan terakhir di Taiwan Terbuka 2015 dimenang Kevin/Marcus dengan skor 21-19, 21-17.	Kevin Sanjaya Sukamuljo
1005	Marcus	Pertemuan terakhir di Taiwan Terbuka 2015 dimenang Kevin/Marcus dengan skor 21-19, 21-17.	Kevin Sanjaya Sukamuljo
481	Luhut	"Menkominfo dan Menhub akan duduk secara bersama membahas ini," kata Luhut.	Luhut Binsar Pan
1914	ESPN	Menurut ESPN, El Real menguasai 60 persen bola dengan menciptakan total 21 percobaan meski hanya tiga yang mengarah ke gawang.	ESPN
1914	El Real	Menurut ESPN, El Real menguasai 60 persen bola dengan menciptakan total 21 percobaan meski hanya tiga yang mengarah ke gawang.	El Real
1994	DKI	Kita kan bisa maju sendiri (ke Pilgub DKI), waktu kita enggak terburu-buru," kata Sekretaris DPD PDIP DKI Prasetio Edi Marsudi di Ruang Pers Balai Kota-DPRD DKI, Jl Kebon Sirih, Jakarta, Selasa (8/3/2016).	DKI
1994	PDIP	Kita kan bisa maju sendiri (ke Pilgub DKI), waktu kita enggak terburu-buru," kata Sekretaris DPD PDIP DKI Prasetio Edi Marsudi di Ruang Pers Balai Kota-DPRD DKI, Jl Kebon Sirih, Jakarta, Selasa (8/3/2016).	Partai Demokrasi Indonesia Perjuangan
1994	DKI	Kita kan bisa maju sendiri (ke Pilgub DKI), waktu kita enggak terburu-buru," kata Sekretaris DPD PDIP DKI Prasetio Edi Marsudi di Ruang Pers Balai Kota-DPRD DKI, Jl Kebon Sirih, Jakarta, Selasa (8/3/2016).	DKI
1994	Prasetio Edi Marsudi	Kita kan bisa maju sendiri (ke Pilgub DKI), waktu kita enggak terburu-buru," kata Sekretaris DPD PDIP DKI Prasetio Edi Marsudi di Ruang Pers Balai Kota-DPRD DKI, Jl Kebon Sirih, Jakarta, Selasa (8/3/2016).	Prasetio Edi
1994	Jakarta	Kita kan bisa maju sendiri (ke Pilgub DKI), waktu kita enggak terburu-buru," kata Sekretaris DPD PDIP DKI Prasetio Edi Marsudi di Ruang Pers Balai Kota-DPRD DKI, Jl Kebon Sirih, Jakarta, Selasa (8/3/2016).	Daerah Khusus Ibukota
322	Daniel	Partai atau siapa pun tidak perlu menekan, mendikte, apalagi memaksa soal reshuffle ini," ungkap Daniel dalam perbincangan dengan detikcom, Senin (4/3) malam.	Daniel
322	detikcom	Partai atau siapa pun tidak perlu menekan, mendikte, apalagi memaksa soal reshuffle ini," ungkap Daniel dalam perbincangan dengan detikcom, Senin (4/3) malam.	detikcom
1897	PDIP	Ketua DPP PDIP Hendrawan Supratikno dengan gamblang menyoroti kinerja Menteri BUMN Rini Soemarno.	Partai Demokrasi Indonesia
1897	Hendrawan Supratikno	Ketua DPP PDIP Hendrawan Supratikno dengan gamblang menyoroti kinerja Menteri BUMN Rini Soemarno.	Hendrawan Supratikno
1897	BUMN	Ketua DPP PDIP Hendrawan Supratikno dengan gamblang menyoroti kinerja Menteri BUMN Rini Soemarno.	BUMN
1897	Rini Soemarno	Ketua DPP PDIP Hendrawan Supratikno dengan gamblang menyoroti kinerja Menteri BUMN Rini Soemarno.	Rini Soemarno
870	Soetrisno Bachir	Seperti diketahui, Soetrisno Bachir sendiri sebenarnya sudah masuk dalam jajaran pemerintahan meski bukan di tubuh Kabinet Kerja.	Soetrisno Bachir
870	Kabinet Kerja	Seperti diketahui, Soetrisno Bachir sendiri sebenarnya sudah masuk dalam jajaran pemerintahan meski bukan di tubuh Kabinet Kerja.	Kabinet Kerja Presiden Joko Widodo
213	Fernando	Fernando lebih difungsikan sebagai penjaga kedalaman lini tengah di depan kotak penalti pertahanan Man City.	Fernando
213	Man City	Fernando lebih difungsikan sebagai penjaga kedalaman lini tengah di depan kotak penalti pertahanan Man City.	Man City
240	Jokowi	Ia menyerahkan apapun keputusannya kepada Jokowi, termasuk soal ada tidaknya kader PAN yang akan ditarik ke kabinet.	Joko Widodo
240	PAN	Ia menyerahkan apapun keputusannya kepada Jokowi, termasuk soal ada tidaknya kader PAN yang akan ditarik ke kabinet.	Partai Amanat Nasional
125	Pramono	"Pertimbangan Presiden hadir atau tidak, akan mendengarkan masukan dari pembantu presiden dulu," kata Pramono.	Pramono Edhie Wibowo
495	PSG	Di babak kedua, PSG sempat berbalik unggul setelah Adrien Rabiot menjebol gawang Hart di menit ke-59.	PSG
495	Adrien Rabiot	Di babak kedua, PSG sempat berbalik unggul setelah Adrien Rabiot menjebol gawang Hart di menit ke-59.	Adrien Rabiot
495	Hart	Di babak kedua, PSG sempat berbalik unggul setelah Adrien Rabiot menjebol gawang Hart di menit ke-59.	Hart
1121	Roger Federer	Roger Federer tak menemui hambatan berarti di babak kedua turnamen Roma Masters.	Roger Federer
1121	Roma	Roger Federer tak menemui hambatan berarti di babak kedua turnamen Roma Masters.	Roma
375	BUMN	Kebijakan ini menurutnya justru tak menjamin kemandirian BUMN untuk negara.	Badan Usaha Milik Negara
1122	Retno	Retno menerangkan Indonesia sangat senang dengan peningkatan signifikan kerja sama di bidang perdagangan bilateral antara RI dan Swiss.	Retno
1122	Indonesia	Retno menerangkan Indonesia sangat senang dengan peningkatan signifikan kerja sama di bidang perdagangan bilateral antara RI dan Swiss.	Republik Indonesia
1122	RI	Retno menerangkan Indonesia sangat senang dengan peningkatan signifikan kerja sama di bidang perdagangan bilateral antara RI dan Swiss.	Indonesia
1122	Swiss	Retno menerangkan Indonesia sangat senang dengan peningkatan signifikan kerja sama di bidang perdagangan bilateral antara RI dan Swiss.	Swiss
830	Benaglio	Namun, Benaglio mampu mempersempit ruang tembak Ronaldo sehingga sepakan striker asal Portugal itu bisa ditepis olehnya.	Benaglio
830	Ronaldo	Namun, Benaglio mampu mempersempit ruang tembak Ronaldo sehingga sepakan striker asal Portugal itu bisa ditepis olehnya.	Cristiano Ronaldo
830	Portugal	Namun, Benaglio mampu mempersempit ruang tembak Ronaldo sehingga sepakan striker asal Portugal itu bisa ditepis olehnya.	Cristiano Ronaldo
