sent_id	sentence	mention	mention expansion
1132	Melawat ke Volkswagen Arena, Kamis (7/4/2016) dinihari WIB, pada leg pertama perempatfinal Liga Champions, Madrid sebenarnya tampil dominan sejak menit awal, Mereka punya 60 persen ball possesion serta membuat total 21 attempts.	Volkswagen Arena	Stadion Volkswagen Arena
1132	Melawat ke Volkswagen Arena, Kamis (7/4/2016) dinihari WIB, pada leg pertama perempatfinal Liga Champions, Madrid sebenarnya tampil dominan sejak menit awal, Mereka punya 60 persen ball possesion serta membuat total 21 attempts.	Madrid	Real Madrid
553	PKB sendiri melihat bahwa terhadap pihaknya, ada serangan untuk upaya penyingkiran kadernya, Marwan Jafar, dari posisi Menteri Desa dan Pembangunan Daerah Tertinggal dan Transmigrasi (PDTT).	PKB	Partai Keadilan Sejahtera
553	PKB sendiri melihat bahwa terhadap pihaknya, ada serangan untuk upaya penyingkiran kadernya, Marwan Jafar, dari posisi Menteri Desa dan Pembangunan Daerah Tertinggal dan Transmigrasi (PDTT).	Marwan Jafar	Marwan Jafar
1403	Anda tak boleh membuat kesalahan-kesalahan seperti ini saat melawan sebuah tim dengan kualitas ini," ujar Ibra kepada PSG TV.	Ibra	None
1403	Anda tak boleh membuat kesalahan-kesalahan seperti ini saat melawan sebuah tim dengan kualitas ini," ujar Ibra kepada PSG TV.	PSG	None
1455	Murray mengatasi Jeremy Chardy, sementara Federer menaklukkan Gael Monfils Bermain di lapangan Suzanne-Lenglen, Senin (1/6/2015) malam WIB, harus bermain empat set untuk menang dengan hasil akhir 6-4, 3-6, 6-3, dan 6-2.	Murray	None
1455	Murray mengatasi Jeremy Chardy, sementara Federer menaklukkan Gael Monfils Bermain di lapangan Suzanne-Lenglen, Senin (1/6/2015) malam WIB, harus bermain empat set untuk menang dengan hasil akhir 6-4, 3-6, 6-3, dan 6-2.	Jeremy Chardy	J
1455	Murray mengatasi Jeremy Chardy, sementara Federer menaklukkan Gael Monfils Bermain di lapangan Suzanne-Lenglen, Senin (1/6/2015) malam WIB, harus bermain empat set untuk menang dengan hasil akhir 6-4, 3-6, 6-3, dan 6-2.	Federer	None
1455	Murray mengatasi Jeremy Chardy, sementara Federer menaklukkan Gael Monfils Bermain di lapangan Suzanne-Lenglen, Senin (1/6/2015) malam WIB, harus bermain empat set untuk menang dengan hasil akhir 6-4, 3-6, 6-3, dan 6-2.	Gael Monfils	Gael Sebastien Monfils
1455	Murray mengatasi Jeremy Chardy, sementara Federer menaklukkan Gael Monfils Bermain di lapangan Suzanne-Lenglen, Senin (1/6/2015) malam WIB, harus bermain empat set untuk menang dengan hasil akhir 6-4, 3-6, 6-3, dan 6-2.	Suzanne-Lenglen	Stade Suzanne
687	Namun Mega dan mantan Presiden RI lainnya tidak ada yang datang ke Istana.	Mega	None
687	Namun Mega dan mantan Presiden RI lainnya tidak ada yang datang ke Istana.	RI	Republik Indonesia
1719	Memang Jokowi sebaiknya memberikan parpol baru untuk masuk ke dalam kabinet, tapi konsekuensinya mengurangi jatah parpol yang sudah ada," katanya.	Jokowi	Joko Widodo
1978	Wapres Boediono bersilaturahim ke kediaman mantan Presiden Megawati Soekarnoputri.	Boediono	Boediono Setiawan
1978	Wapres Boediono bersilaturahim ke kediaman mantan Presiden Megawati Soekarnoputri.	Megawati Soekarnoputri	Megawati Soekarnoputri
430	di final hari ini, Federer telah memenangi 76 dari 77 pertandingan terakhirnya di lapangan rumpur semenjak 2002.Terakhir saya mendapat pesanan jilbab dan baju gamis dari Yaman," ungkapnya.	Federer	None
430	di final hari ini, Federer telah memenangi 76 dari 77 pertandingan terakhirnya di lapangan rumpur semenjak 2002.Terakhir saya mendapat pesanan jilbab dan baju gamis dari Yaman," ungkapnya.	Yaman	None
1594	Mereka punya branch di Singapore, tapi all the moduls dari UK," tutur Rio saat diwawancara wartawan di Hotel Crowne Plaza, Milan, Italia, Jumat (5/9/2014) malam.	Singapore	Singapura
1594	Mereka punya branch di Singapore, tapi all the moduls dari UK," tutur Rio saat diwawancara wartawan di Hotel Crowne Plaza, Milan, Italia, Jumat (5/9/2014) malam.	UK	None
1594	Mereka punya branch di Singapore, tapi all the moduls dari UK," tutur Rio saat diwawancara wartawan di Hotel Crowne Plaza, Milan, Italia, Jumat (5/9/2014) malam.	Rio	None
1594	Mereka punya branch di Singapore, tapi all the moduls dari UK," tutur Rio saat diwawancara wartawan di Hotel Crowne Plaza, Milan, Italia, Jumat (5/9/2014) malam.	Milan	Milan
1594	Mereka punya branch di Singapore, tapi all the moduls dari UK," tutur Rio saat diwawancara wartawan di Hotel Crowne Plaza, Milan, Italia, Jumat (5/9/2014) malam.	Italia	Italia
1916	"Perekrutan dilakukan untuk memperkuat SDM Pos Indonesia sesuai dengan rencana bisnis yang akan dijalankan perusahaan," kata Direktur Utama PT Pos Indonesia, Gilarsi Wahju Setijono.	Pos Indonesia	None
1916	"Perekrutan dilakukan untuk memperkuat SDM Pos Indonesia sesuai dengan rencana bisnis yang akan dijalankan perusahaan," kata Direktur Utama PT Pos Indonesia, Gilarsi Wahju Setijono.	PT Pos Indonesia	Perusahaan Telekomunikasi Pos Indonesia
1090	Permukaannya cukup cepat dan Pete bermain bagus dan jarang membuat kesalahan," demikian penuturan Federer tentang lawan tandingnya itu seperti dikutip BBC.	Pete	None
1090	Permukaannya cukup cepat dan Pete bermain bagus dan jarang membuat kesalahan," demikian penuturan Federer tentang lawan tandingnya itu seperti dikutip BBC.	Federer	None
1090	Permukaannya cukup cepat dan Pete bermain bagus dan jarang membuat kesalahan," demikian penuturan Federer tentang lawan tandingnya itu seperti dikutip BBC.	BBC	None
1407	Nilai perdagangan saham Telkom sepanjang tahun 2005 sebesar Rp 24 triliun, naik dibandingkan tahun 2004 yang senilai Rp 23 triliun.	Telkom	None
1646	Hendrawan kemudian menyebut empat nama menteri yang posisinya dirasa kurang tepat.	Hendrawan	Hendrawan Supandji
486	Pesawat Batik Air tujuan Makassar sebelumnya bertabrakan dengan Pesawat ATR TransNusa sekitar pukul 20 WIB dan menyebabkan dua pesawat tersebut rusak.	Batik Air	Batik Air Indonesia
486	Pesawat Batik Air tujuan Makassar sebelumnya bertabrakan dengan Pesawat ATR TransNusa sekitar pukul 20 WIB dan menyebabkan dua pesawat tersebut rusak.	Makassar	Kota Makassar
486	Pesawat Batik Air tujuan Makassar sebelumnya bertabrakan dengan Pesawat ATR TransNusa sekitar pukul 20 WIB dan menyebabkan dua pesawat tersebut rusak.	TransNusa	None
1069	"Finnet dibentuk untuk menangkap peluang bisnis di bidang penyedia data keuangan dan jaringan perbankan," kata Kepala Unit Hubungan Investor Telkom, Rochiman Sukarno dalam penjelasan tertulis, Rabu (1/2/2006).	Telkom	PT Telekomunikasi Indonesia
1792	Pada pertemuan kedua yang akan digelar di kandang City pada pekan depan, mereka harus menang atau bermain seri dengan skor lebih besar daripada 2-2 untuk lolos ke semifinal.	City	None
1161	Sekjen PKB Abdul Kadir Karding, dalam siaran pers terpisah, menyebut selama ini Kemedes menjadi incaran dari banyak pihak termasuk dari partai politik.	PKB	Partai Keadilan Bung Karno
1161	Sekjen PKB Abdul Kadir Karding, dalam siaran pers terpisah, menyebut selama ini Kemedes menjadi incaran dari banyak pihak termasuk dari partai politik.	Abdul Kadir Karding	Abdul Kadir Karding
1161	Sekjen PKB Abdul Kadir Karding, dalam siaran pers terpisah, menyebut selama ini Kemedes menjadi incaran dari banyak pihak termasuk dari partai politik.	Kemedes	None
531	Federer pernah dua kali menjadi juara turnamen ATP berlevel masters di Kanada ini, baik baik ketika digelar di Montreal maupun Toronto, yakni di tahun 2004 dan 2006.	Federer	None
531	Federer pernah dua kali menjadi juara turnamen ATP berlevel masters di Kanada ini, baik baik ketika digelar di Montreal maupun Toronto, yakni di tahun 2004 dan 2006.	Kanada	None
531	Federer pernah dua kali menjadi juara turnamen ATP berlevel masters di Kanada ini, baik baik ketika digelar di Montreal maupun Toronto, yakni di tahun 2004 dan 2006.	Montreal	None
531	Federer pernah dua kali menjadi juara turnamen ATP berlevel masters di Kanada ini, baik baik ketika digelar di Montreal maupun Toronto, yakni di tahun 2004 dan 2006.	Toronto	None
428	Jembatan yang memutar dari Kenjeran menuju Kecamatan Bulak itu sudah bisa disaksikan dari Taman Hiburan Pantau (THP) Kenjeran.	Kenjeran	Kenjeran W
428	Jembatan yang memutar dari Kenjeran menuju Kecamatan Bulak itu sudah bisa disaksikan dari Taman Hiburan Pantau (THP) Kenjeran.	Kecamatan Bulak	Kecamatan Bulaksumur
428	Jembatan yang memutar dari Kenjeran menuju Kecamatan Bulak itu sudah bisa disaksikan dari Taman Hiburan Pantau (THP) Kenjeran.	Kenjeran	Kenjeran W
70	Itu juga dengan catatan mereka masih perlu berharap Leicester terpeleset.	Leicester	Leicester City F
369	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	Telkom	PT Telekomunikasi Indonesia
369	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	TLKM	Telekomunikasi Indonesia
369	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	BTPN	Bank Tabungan Pensiunan Nasional
369	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	BTPN	Bank Tabungan Pensiunan Nasional
369	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	Inco	PT International Nickel Indonesia
369	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	INCO	PT International Nickel Indonesia
369	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	Bumi Resources	PT Bumi Resources Tbk
369	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	BUMI	Bumi Resources
369	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	Semen Gresik	PT Semen Gresik
369	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	SMGR	Semen Gresik Raya
369	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	BRI	Bank Rakyat Indonesia
369	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	BBRI	Bank BRI
369	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	Indofood	PT Indofood Sukses Makmur
369	saham unggulan yang melemah antara lain Telkom (TLKM), BTPN (BTPN), Inco (INCO), Bumi Resources (BUMI), Semen Gresik (SMGR), BRI (BBRI), Indofood (INDF) dan lain sebagainya.	INDF	Indofood Sukses Makmur
1653	Dalam pengembangan pabrik tersebut, Samsung menggelontorkan investasi baru sejumlah USD 70 juta.	Samsung	Samsung Electronics
1933	London-Leicester City dapat tambahan dukungan dalam usaha menjuarai Premier League.	London	Kota London
1933	London-Leicester City dapat tambahan dukungan dalam usaha menjuarai Premier League.	Leicester City	Leicester City Football Club
520	"Surat itu, siapa saja boleh mengirim dan meminta," kata Pramono Anung di Gedung Sekretariat Negara, Jakarta Pusat, Rabu (6/4/2016).	Pramono Anung	Pramono Anung Wibowo
520	"Surat itu, siapa saja boleh mengirim dan meminta," kata Pramono Anung di Gedung Sekretariat Negara, Jakarta Pusat, Rabu (6/4/2016).	Jakarta Pusat	Daerah Khusus Ibukota Jakarta Pusat
669	PDIP menilai beberapa menteri kinerjanya kurang bagus sehingga layak diganti.	PDIP	Partai Demokrasi Indonesia Perjuangan
580	"Apa yang mesti kami lakukan adalah memastikan kami menang dengan keunggulan tiga gol," seru Bale.	Bale	Gareth Bale
1037	Kalau ada perkembangan baru, saya belum cek ke Presiden," ucap Johan.	Johan	None
248	Indosat melakukan penyajian ulang untuk kinerja tahun 2003 atas transaksi silang antara PT Indosat Tbk dan PT Telkom Tbk, dimana perseroan mencatatkan penerimaan dari pos luar biasa sebesar Rp 4,49 triliun.	Indosat	PT Indosat Tbk
248	Indosat melakukan penyajian ulang untuk kinerja tahun 2003 atas transaksi silang antara PT Indosat Tbk dan PT Telkom Tbk, dimana perseroan mencatatkan penerimaan dari pos luar biasa sebesar Rp 4,49 triliun.	PT Indosat Tbk	PT Indosat Tbk
248	Indosat melakukan penyajian ulang untuk kinerja tahun 2003 atas transaksi silang antara PT Indosat Tbk dan PT Telkom Tbk, dimana perseroan mencatatkan penerimaan dari pos luar biasa sebesar Rp 4,49 triliun.	PT Telkom Tbk	PT Telekomunikasi Indonesia Tbk
1357	Tak seperti Samsung dan HTC, sayangnya Asus belum menggunakan custom User Interace (UI) mereka sendiri, karena masih menggunakan tampilan orisinil OS Android Honeycomb 3.	Samsung	Samsung Electronics
1357	Tak seperti Samsung dan HTC, sayangnya Asus belum menggunakan custom User Interace (UI) mereka sendiri, karena masih menggunakan tampilan orisinil OS Android Honeycomb 3.	HTC	None
1357	Tak seperti Samsung dan HTC, sayangnya Asus belum menggunakan custom User Interace (UI) mereka sendiri, karena masih menggunakan tampilan orisinil OS Android Honeycomb 3.	Asus	AsusTek Computer Inc
1357	Tak seperti Samsung dan HTC, sayangnya Asus belum menggunakan custom User Interace (UI) mereka sendiri, karena masih menggunakan tampilan orisinil OS Android Honeycomb 3.	UI	User Interface
612	Ditambah dengan tiga minggu sebelumnya, total pendapatan film garapan Disney ini tak kurang dari US$ 72,3 juta.	Disney	None
671	Mereka yang kebanyakan ibu-ibu sudah berkumpul di Dermaga Biriosi, Sanggeng, Manokwari, Papua Barat.	Sanggeng	None
671	Mereka yang kebanyakan ibu-ibu sudah berkumpul di Dermaga Biriosi, Sanggeng, Manokwari, Papua Barat.	Manokwari	Kota Manokwari
671	Mereka yang kebanyakan ibu-ibu sudah berkumpul di Dermaga Biriosi, Sanggeng, Manokwari, Papua Barat.	Papua Barat	Provinsi Papua Barat
1362	Dalam laga yang bergulir di Parc des Princes dalam leg pertama perempatfinal Liga Champions, Kamis (7/4/2016) dinihari WIB, City membawa pulang hasil seri 2-2.	Parc des Princes	Stadion Parc des Princes
1362	Dalam laga yang bergulir di Parc des Princes dalam leg pertama perempatfinal Liga Champions, Kamis (7/4/2016) dinihari WIB, City membawa pulang hasil seri 2-2.	City	Manchester City
1603	Beberapa waktu lalu penyanyi remaja jebolan Disney ini memutuskan hengkang dari Twitter.	Disney	The Walt Disney Company
1603	Beberapa waktu lalu penyanyi remaja jebolan Disney ini memutuskan hengkang dari Twitter.	Twitter	Situs jejaring sosial
1804	Gubernur DKI Jakarta Basuki Tjahaja Poernama pada Kamis (24/3) mengatakan LRT di Jakarta akan mulai dibangun pada April 2016.	DKI Jakarta	Daerah Khusus Ibukota Jakarta
1804	Gubernur DKI Jakarta Basuki Tjahaja Poernama pada Kamis (24/3) mengatakan LRT di Jakarta akan mulai dibangun pada April 2016.	Basuki Tjahaja Poernama	Basuki Tjahaja Purnama
1804	Gubernur DKI Jakarta Basuki Tjahaja Poernama pada Kamis (24/3) mengatakan LRT di Jakarta akan mulai dibangun pada April 2016.	Jakarta	Daerah Khusus Ibukota Jakarta
708	Rencana Apple membesut iPhone murah juga sebagai upaya menandingi smartphone Android berharga murah, terutama pesaing ketatnya, Samsung.	Apple	None
708	Rencana Apple membesut iPhone murah juga sebagai upaya menandingi smartphone Android berharga murah, terutama pesaing ketatnya, Samsung.	iPhone	None
708	Rencana Apple membesut iPhone murah juga sebagai upaya menandingi smartphone Android berharga murah, terutama pesaing ketatnya, Samsung.	Android	None
708	Rencana Apple membesut iPhone murah juga sebagai upaya menandingi smartphone Android berharga murah, terutama pesaing ketatnya, Samsung.	Samsung	None
241	"Termasuk program-program berbasis IT yang digunakan Pemkot Surabaya juga diadopsi KPK," katanya.'" Hari Senin tanggal 21 Februari Tim Hukum DPP akan ke KPK untuk meminta keterangan dalam kaitan hal mana Ibu Megawati diminta untuk menjadi saksi ade charge," kata Ketua Departemen Hukum DPP PDIP, Gayus Lumbuun, kepada detikcom, Jumat (18/2/2011).	Surabaya	Kota Surabaya
241	"Termasuk program-program berbasis IT yang digunakan Pemkot Surabaya juga diadopsi KPK," katanya.'" Hari Senin tanggal 21 Februari Tim Hukum DPP akan ke KPK untuk meminta keterangan dalam kaitan hal mana Ibu Megawati diminta untuk menjadi saksi ade charge," kata Ketua Departemen Hukum DPP PDIP, Gayus Lumbuun, kepada detikcom, Jumat (18/2/2011).	KPK	Komisi Pemberantasan Korupsi
241	"Termasuk program-program berbasis IT yang digunakan Pemkot Surabaya juga diadopsi KPK," katanya.'" Hari Senin tanggal 21 Februari Tim Hukum DPP akan ke KPK untuk meminta keterangan dalam kaitan hal mana Ibu Megawati diminta untuk menjadi saksi ade charge," kata Ketua Departemen Hukum DPP PDIP, Gayus Lumbuun, kepada detikcom, Jumat (18/2/2011).	KPK	Komisi Pemberantasan Korupsi
241	"Termasuk program-program berbasis IT yang digunakan Pemkot Surabaya juga diadopsi KPK," katanya.'" Hari Senin tanggal 21 Februari Tim Hukum DPP akan ke KPK untuk meminta keterangan dalam kaitan hal mana Ibu Megawati diminta untuk menjadi saksi ade charge," kata Ketua Departemen Hukum DPP PDIP, Gayus Lumbuun, kepada detikcom, Jumat (18/2/2011).	Megawati	None
241	"Termasuk program-program berbasis IT yang digunakan Pemkot Surabaya juga diadopsi KPK," katanya.'" Hari Senin tanggal 21 Februari Tim Hukum DPP akan ke KPK untuk meminta keterangan dalam kaitan hal mana Ibu Megawati diminta untuk menjadi saksi ade charge," kata Ketua Departemen Hukum DPP PDIP, Gayus Lumbuun, kepada detikcom, Jumat (18/2/2011).	PDIP	Partai Demokrasi Indonesia Perjuangan
241	"Termasuk program-program berbasis IT yang digunakan Pemkot Surabaya juga diadopsi KPK," katanya.'" Hari Senin tanggal 21 Februari Tim Hukum DPP akan ke KPK untuk meminta keterangan dalam kaitan hal mana Ibu Megawati diminta untuk menjadi saksi ade charge," kata Ketua Departemen Hukum DPP PDIP, Gayus Lumbuun, kepada detikcom, Jumat (18/2/2011).	Gayus Lumbuun	Gayus Tambunan Lumbuun
241	"Termasuk program-program berbasis IT yang digunakan Pemkot Surabaya juga diadopsi KPK," katanya.'" Hari Senin tanggal 21 Februari Tim Hukum DPP akan ke KPK untuk meminta keterangan dalam kaitan hal mana Ibu Megawati diminta untuk menjadi saksi ade charge," kata Ketua Departemen Hukum DPP PDIP, Gayus Lumbuun, kepada detikcom, Jumat (18/2/2011).	detikcom	Detik
1005	Pertemuan terakhir di Taiwan Terbuka 2015 dimenang Kevin/Marcus dengan skor 21-19, 21-17.	Taiwan	Taiwan Terbuka
1005	Pertemuan terakhir di Taiwan Terbuka 2015 dimenang Kevin/Marcus dengan skor 21-19, 21-17.	Kevin	Kevin Sanjaya Sukamuljo
1005	Pertemuan terakhir di Taiwan Terbuka 2015 dimenang Kevin/Marcus dengan skor 21-19, 21-17.	Marcus	Kevin Sanjaya Sukamuljo
481	"Menkominfo dan Menhub akan duduk secara bersama membahas ini," kata Luhut.	Luhut	None
1914	Menurut ESPN, El Real menguasai 60 persen bola dengan menciptakan total 21 percobaan meski hanya tiga yang mengarah ke gawang.	ESPN	None
1914	Menurut ESPN, El Real menguasai 60 persen bola dengan menciptakan total 21 percobaan meski hanya tiga yang mengarah ke gawang.	El Real	None
1994	Kita kan bisa maju sendiri (ke Pilgub DKI), waktu kita enggak terburu-buru," kata Sekretaris DPD PDIP DKI Prasetio Edi Marsudi di Ruang Pers Balai Kota-DPRD DKI, Jl Kebon Sirih, Jakarta, Selasa (8/3/2016).	DKI	None
1994	Kita kan bisa maju sendiri (ke Pilgub DKI), waktu kita enggak terburu-buru," kata Sekretaris DPD PDIP DKI Prasetio Edi Marsudi di Ruang Pers Balai Kota-DPRD DKI, Jl Kebon Sirih, Jakarta, Selasa (8/3/2016).	PDIP	None
1994	Kita kan bisa maju sendiri (ke Pilgub DKI), waktu kita enggak terburu-buru," kata Sekretaris DPD PDIP DKI Prasetio Edi Marsudi di Ruang Pers Balai Kota-DPRD DKI, Jl Kebon Sirih, Jakarta, Selasa (8/3/2016).	DKI	None
1994	Kita kan bisa maju sendiri (ke Pilgub DKI), waktu kita enggak terburu-buru," kata Sekretaris DPD PDIP DKI Prasetio Edi Marsudi di Ruang Pers Balai Kota-DPRD DKI, Jl Kebon Sirih, Jakarta, Selasa (8/3/2016).	Prasetio Edi Marsudi	None
1994	Kita kan bisa maju sendiri (ke Pilgub DKI), waktu kita enggak terburu-buru," kata Sekretaris DPD PDIP DKI Prasetio Edi Marsudi di Ruang Pers Balai Kota-DPRD DKI, Jl Kebon Sirih, Jakarta, Selasa (8/3/2016).	Jakarta	Daerah Khusus Ibukota
322	Partai atau siapa pun tidak perlu menekan, mendikte, apalagi memaksa soal reshuffle ini," ungkap Daniel dalam perbincangan dengan detikcom, Senin (4/3) malam.	Daniel	None
322	Partai atau siapa pun tidak perlu menekan, mendikte, apalagi memaksa soal reshuffle ini," ungkap Daniel dalam perbincangan dengan detikcom, Senin (4/3) malam.	detikcom	None
1897	Ketua DPP PDIP Hendrawan Supratikno dengan gamblang menyoroti kinerja Menteri BUMN Rini Soemarno.	PDIP	Partai Demokrasi Indonesia Perjuangan
1897	Ketua DPP PDIP Hendrawan Supratikno dengan gamblang menyoroti kinerja Menteri BUMN Rini Soemarno.	Hendrawan Supratikno	Hendrawan Supratikno
1897	Ketua DPP PDIP Hendrawan Supratikno dengan gamblang menyoroti kinerja Menteri BUMN Rini Soemarno.	BUMN	None
1897	Ketua DPP PDIP Hendrawan Supratikno dengan gamblang menyoroti kinerja Menteri BUMN Rini Soemarno.	Rini Soemarno	None
870	Seperti diketahui, Soetrisno Bachir sendiri sebenarnya sudah masuk dalam jajaran pemerintahan meski bukan di tubuh Kabinet Kerja.	Soetrisno Bachir	None
870	Seperti diketahui, Soetrisno Bachir sendiri sebenarnya sudah masuk dalam jajaran pemerintahan meski bukan di tubuh Kabinet Kerja.	Kabinet Kerja	Kabinet Kerja Presiden Joko Widodo
213	Fernando lebih difungsikan sebagai penjaga kedalaman lini tengah di depan kotak penalti pertahanan Man City.	Fernando	None
213	Fernando lebih difungsikan sebagai penjaga kedalaman lini tengah di depan kotak penalti pertahanan Man City.	Man City	None
240	Ia menyerahkan apapun keputusannya kepada Jokowi, termasuk soal ada tidaknya kader PAN yang akan ditarik ke kabinet.	Jokowi	Joko Widodo
240	Ia menyerahkan apapun keputusannya kepada Jokowi, termasuk soal ada tidaknya kader PAN yang akan ditarik ke kabinet.	PAN	None
125	"Pertimbangan Presiden hadir atau tidak, akan mendengarkan masukan dari pembantu presiden dulu," kata Pramono.	Pramono	Pramono Edhie Wibowo
495	Di babak kedua, PSG sempat berbalik unggul setelah Adrien Rabiot menjebol gawang Hart di menit ke-59.	PSG	None
495	Di babak kedua, PSG sempat berbalik unggul setelah Adrien Rabiot menjebol gawang Hart di menit ke-59.	Adrien Rabiot	None
495	Di babak kedua, PSG sempat berbalik unggul setelah Adrien Rabiot menjebol gawang Hart di menit ke-59.	Hart	None
1121	Roger Federer tak menemui hambatan berarti di babak kedua turnamen Roma Masters.	Roger Federer	Roger Federer
1121	Roger Federer tak menemui hambatan berarti di babak kedua turnamen Roma Masters.	Roma	None
375	Kebijakan ini menurutnya justru tak menjamin kemandirian BUMN untuk negara.	BUMN	Badan Usaha Milik Negara
1122	Retno menerangkan Indonesia sangat senang dengan peningkatan signifikan kerja sama di bidang perdagangan bilateral antara RI dan Swiss.	Retno	None
1122	Retno menerangkan Indonesia sangat senang dengan peningkatan signifikan kerja sama di bidang perdagangan bilateral antara RI dan Swiss.	Indonesia	Republik Indonesia
1122	Retno menerangkan Indonesia sangat senang dengan peningkatan signifikan kerja sama di bidang perdagangan bilateral antara RI dan Swiss.	RI	None
1122	Retno menerangkan Indonesia sangat senang dengan peningkatan signifikan kerja sama di bidang perdagangan bilateral antara RI dan Swiss.	Swiss	None
830	Namun, Benaglio mampu mempersempit ruang tembak Ronaldo sehingga sepakan striker asal Portugal itu bisa ditepis olehnya.	Benaglio	None
830	Namun, Benaglio mampu mempersempit ruang tembak Ronaldo sehingga sepakan striker asal Portugal itu bisa ditepis olehnya.	Ronaldo	Cristiano Ronaldo
830	Namun, Benaglio mampu mempersempit ruang tembak Ronaldo sehingga sepakan striker asal Portugal itu bisa ditepis olehnya.	Portugal	Cristiano Ronaldo
351	"Saya senang dan apresiasi langkah pemerintah terutama Presiden Joko Widodo yang sudah merespons aspirasi kami.	Joko Widodo	Joko Widodo
417	Namun di sisi negatif, kewaspadaan harus ditingkatkan karena Indonesia makin dijadikan target penyebaran narkoba.	Indonesia	Republik Indonesia
1623	Sampai September 2004, Telkom mencatat peningkatan total aset menjadi Rp 56,115 triliun dibandingkan periode yang sama tahun lalu sebesar Rp 48,592 triliun.	Telkom	None
515	Dwikora Karnita dan Wakil Rektor Universitas Pecs Urusan Pendidikan Dr.Gyula Berke.	Dwikora Karnita	Dwikora Karnita Wiguna
515	Dwikora Karnita dan Wakil Rektor Universitas Pecs Urusan Pendidikan Dr.Gyula Berke.	Universitas Pecs	Universitas Pecs
635	Pertimbangan yang dimaksud Mulyawan, mempersiapkan diri supaya capres dari PDIP, Megawati Soekarnoputri tidak kalah kedua kalinya di pilpres 2009.	Mulyawan	None
635	Pertimbangan yang dimaksud Mulyawan, mempersiapkan diri supaya capres dari PDIP, Megawati Soekarnoputri tidak kalah kedua kalinya di pilpres 2009.	PDIP	None
635	Pertimbangan yang dimaksud Mulyawan, mempersiapkan diri supaya capres dari PDIP, Megawati Soekarnoputri tidak kalah kedua kalinya di pilpres 2009.	Megawati Soekarnoputri	Megawati Soekarnoputri
2110	Ia juga tak mau mengomentari soal kisruh antara PKB dan PDIP soal perebutan kursi menteri desa.	PKB	None
2110	Ia juga tak mau mengomentari soal kisruh antara PKB dan PDIP soal perebutan kursi menteri desa.	PDIP	None
1602	Kunjungan itu pun berakhir dengan pemahaman bahwa kolaborasi antara imajinasi dan teknologi yang digunakan Disney bukan hanya sudah berlari jauh ke depan, tapi telah menembus batas-batas imajinasi.	Disney	The Walt Disney Company
298	"Dan kita tidak tahu apakah rombongan dari Bandung itu sudah ke Surabaya atau tidak pada tanggal 18 hingga 20 Februari itu," katanya.	Bandung	Kota Bandung
298	"Dan kita tidak tahu apakah rombongan dari Bandung itu sudah ke Surabaya atau tidak pada tanggal 18 hingga 20 Februari itu," katanya.	Surabaya	Kota Surabaya
