sent_id	sentence	entity	uri
56	Tetapi asa itu musnah tatkala pimpinan Pixar yang sukses membuat film macam Toy Story dan The Incredibles menutup peluang damai.	Pixar	http://www.wikidata.org/entity/Q127552
56	Tetapi asa itu musnah tatkala pimpinan Pixar yang sukses membuat film macam Toy Story dan The Incredibles menutup peluang damai.	Toy Story	http://www.wikidata.org/entity/Q2316015
56	Tetapi asa itu musnah tatkala pimpinan Pixar yang sukses membuat film macam Toy Story dan The Incredibles menutup peluang damai.	The Incredibles	http://www.wikidata.org/entity/Q213326
295	Jika Vardy pernah menjadi pegawai paruh waktu di sebuah pabrik kaki palsu, Morgan sudah berfokus kepada sepakbola sejak kecil.	Vardy	http://www.wikidata.org/entity/Q6147586
295	Jika Vardy pernah menjadi pegawai paruh waktu di sebuah pabrik kaki palsu, Morgan sudah berfokus kepada sepakbola sejak kecil.	Morgan	http://www.wikidata.org/entity/Q1392500
236	Roma-Jarak AS Roma dengan Napoli di klasemen tinggal empat poin.	Roma	http://www.wikidata.org/entity/Q220
236	Roma-Jarak AS Roma dengan Napoli di klasemen tinggal empat poin.	AS Roma	http://www.wikidata.org/entity/Q2739
236	Roma-Jarak AS Roma dengan Napoli di klasemen tinggal empat poin.	Napoli	http://www.wikidata.org/entity/Q2641
2034	The Citizens akan gantian menjadi tuan rumah laga leg II di Etihad Stadium pada 12 April mendatang.	The Citizens	http://www.wikidata.org/entity/Q50602
2034	The Citizens akan gantian menjadi tuan rumah laga leg II di Etihad Stadium pada 12 April mendatang.	Etihad Stadium	http://www.wikidata.org/entity/Q48159
885	Benzema saat ini masih tersangkut masalah hukum akibat didakwa terlibat kasus pemerasan.	Benzema	http://www.wikidata.org/entity/Q1912
1636	Petenis nomor 1 dunia Roger Federer juga tidak dapat tampil di turnamen ini setelah mengalami kelelahan.	Roger Federer	http://www.wikidata.org/entity/Q1426
1260	Tentunya ini bisa menjadi solusi terbaik agar mereka (Uber dan GrabCar,-red) diberi waktu untuk memperbaiki," ujar Sekjen PPAD Juni Prayitno dalam diskusi di Warung Daun, Cikini, Jakarta, Sabtu (26/3/2016).	Uber	http://www.wikidata.org/entity/Q780442
1260	Tentunya ini bisa menjadi solusi terbaik agar mereka (Uber dan GrabCar,-red) diberi waktu untuk memperbaiki," ujar Sekjen PPAD Juni Prayitno dalam diskusi di Warung Daun, Cikini, Jakarta, Sabtu (26/3/2016).	GrabCar	http://www.wikidata.org/entity/Q20873932
1260	Tentunya ini bisa menjadi solusi terbaik agar mereka (Uber dan GrabCar,-red) diberi waktu untuk memperbaiki," ujar Sekjen PPAD Juni Prayitno dalam diskusi di Warung Daun, Cikini, Jakarta, Sabtu (26/3/2016).	Cikini	http://www.wikidata.org/entity/Q5119919
1260	Tentunya ini bisa menjadi solusi terbaik agar mereka (Uber dan GrabCar,-red) diberi waktu untuk memperbaiki," ujar Sekjen PPAD Juni Prayitno dalam diskusi di Warung Daun, Cikini, Jakarta, Sabtu (26/3/2016).	Jakarta	http://www.wikidata.org/entity/Q3630
1491	Bagaimana kans duet Megawati Soekarnoputri dan Meutia Hatta menjadi pasangan presiden dan wakil presiden menurut mantan Ketua MPR Amien Rais? Direktur	Megawati Soekarnoputri	http://www.wikidata.org/entity/Q76179
1491	Bagaimana kans duet Megawati Soekarnoputri dan Meutia Hatta menjadi pasangan presiden dan wakil presiden menurut mantan Ketua MPR Amien Rais? Direktur	Meutia Hatta	http://www.wikidata.org/entity/Q11081076
1491	Bagaimana kans duet Megawati Soekarnoputri dan Meutia Hatta menjadi pasangan presiden dan wakil presiden menurut mantan Ketua MPR Amien Rais? Direktur	MPR	http://www.wikidata.org/entity/Q818711
1491	Bagaimana kans duet Megawati Soekarnoputri dan Meutia Hatta menjadi pasangan presiden dan wakil presiden menurut mantan Ketua MPR Amien Rais? Direktur	Amien Rais	http://www.wikidata.org/entity/Q818711
707	Kang Emil sebelumnya bertemu dengan Presiden Jokowi pada 29 Februari 2016 lalu.	Emil	http://www.wikidata.org/entity/Q7333042
707	Kang Emil sebelumnya bertemu dengan Presiden Jokowi pada 29 Februari 2016 lalu.	Jokowi	http://www.wikidata.org/entity/Q3318231
459	Menteri Perhubungan Ignasius Jonan menyatakan masalah yang dihadapi taksi berbasis aplikasi bukan pada aplikasinya, tapi transportasi umum itu belum terdaftar.	Ignasius Jonan	http://www.wikidata.org/entity/Q16182287
1494	Dalam 10 pertandingan setelah melawan Juventus, Roma meraih sembilan kemenangan dan satu hasil imbang.	Juventus	http://www.wikidata.org/entity/Q1422
1494	Dalam 10 pertandingan setelah melawan Juventus, Roma meraih sembilan kemenangan dan satu hasil imbang.	Roma	https://www.wikidata.org/wiki/Q2739
512	"Karena semua itu merusak dan memiliki sifat yang addict bahkan kehilangan nyawa," tutup Badrodin.	Badrodin	http://www.wikidata.org/entity/Q12473234
383	"Kedua belah pihak (Rio dengan tim) harus bisa saling kerja sama untuk menghadapi musim balap mendatang," katanya menegaskan.	Rio	http://www.wikidata.org/entity/Q981543
2025	Di Grup B, petenis nomor dua dunia, Roger Federer, berada satu grup dengan juara Paris Master, Robin Soderling.	Roger Federer	http://www.wikidata.org/entity/Q1426
2025	Di Grup B, petenis nomor dua dunia, Roger Federer, berada satu grup dengan juara Paris Master, Robin Soderling.	Paris	https://www.wikidata.org/wiki/Q90
2025	Di Grup B, petenis nomor dua dunia, Roger Federer, berada satu grup dengan juara Paris Master, Robin Soderling.	Robin Soderling	http://www.wikidata.org/entity/Q192801
696	Menteri Keuangan Bambang Brodjonegoro mengatakan, Dirjen Bea dan Cukai Kemenkeu ikut dalam Operasi Bersinar yang diperintahkan Presiden Jokowi.	Bambang Brodjonegoro	http://www.wikidata.org/entity/Q16169810
696	Menteri Keuangan Bambang Brodjonegoro mengatakan, Dirjen Bea dan Cukai Kemenkeu ikut dalam Operasi Bersinar yang diperintahkan Presiden Jokowi.	Dirjen Bea dan Cukai	http://www.wikidata.org/entity/Q12481590
696	Menteri Keuangan Bambang Brodjonegoro mengatakan, Dirjen Bea dan Cukai Kemenkeu ikut dalam Operasi Bersinar yang diperintahkan Presiden Jokowi.	Kemenkeu	http://www.wikidata.org/entity/Q12481590
696	Menteri Keuangan Bambang Brodjonegoro mengatakan, Dirjen Bea dan Cukai Kemenkeu ikut dalam Operasi Bersinar yang diperintahkan Presiden Jokowi.	Jokowi	http://www.wikidata.org/entity/Q3318231
268	Wacana Ketua Umum DPP PDI Perjuangan Megawati yang mengusulkan mendahulukan pilpres dibanding pemilihan umum legislatif akan menemukan banyak kesulitan.	PDI Perjuangan	http://www.wikidata.org/entity/Q1186306
268	Wacana Ketua Umum DPP PDI Perjuangan Megawati yang mengusulkan mendahulukan pilpres dibanding pemilihan umum legislatif akan menemukan banyak kesulitan.	Megawati	http://www.wikidata.org/entity/Q1186306
1666	Produk lanjutan Samsung Galaxy Spica ini bernama i9000, atau lebih dikenal dengan nama Samsung Galaxy S.	Samsung	http://www.wikidata.org/entity/Q20716
1666	Produk lanjutan Samsung Galaxy Spica ini bernama i9000, atau lebih dikenal dengan nama Samsung Galaxy S.	Samsung	http://www.wikidata.org/entity/Q20716
1074	Akibatnya, karena menyisakan satu perusahaan yakni ZTE, maka Telkom memutuskan menunda tender hingga batas waktu yang tidak ditentukan.	ZTE	http://www.wikidata.org/entity/Q136484
1074	Akibatnya, karena menyisakan satu perusahaan yakni ZTE, maka Telkom memutuskan menunda tender hingga batas waktu yang tidak ditentukan.	Telkom	http://www.wikidata.org/entity/Q2305438
1258	Karena pelepasan pemudik tahun ini berada dalam suasana HUT Kemerdekaan RI, serta usia Indofood yang sudah mencapai 40 tahun.	RI	http://www.wikidata.org/entity/Q252
1258	Karena pelepasan pemudik tahun ini berada dalam suasana HUT Kemerdekaan RI, serta usia Indofood yang sudah mencapai 40 tahun.	Indofood	http://www.wikidata.org/entity/Q3930665
1024	Salah satu petinggi di Research in Motion (RIM) yang menjabat sebagai Senior Product Manager BlackBerry PlayBook memutuskan untuk melanjutkan karirnya di Samsung.	Research in Motion	http://www.wikidata.org/entity/Q502121
1024	Salah satu petinggi di Research in Motion (RIM) yang menjabat sebagai Senior Product Manager BlackBerry PlayBook memutuskan untuk melanjutkan karirnya di Samsung.	RIM	http://www.wikidata.org/entity/Q502121
1024	Salah satu petinggi di Research in Motion (RIM) yang menjabat sebagai Senior Product Manager BlackBerry PlayBook memutuskan untuk melanjutkan karirnya di Samsung.	BlackBerry PlayBook	http://www.wikidata.org/entity/Q880005
1024	Salah satu petinggi di Research in Motion (RIM) yang menjabat sebagai Senior Product Manager BlackBerry PlayBook memutuskan untuk melanjutkan karirnya di Samsung.	Samsung	http://www.wikidata.org/entity/Q20718
1377	"Akan ada banyak kejutan di D23 Expo," kata Zenia Mucha, Executive Vice President, Chief Communications Officer, The Walt Disney Company kepada sekitar 90-an jurnalis yang hadir dari seluruh dunia, termasuk detikHOT.	Zenia Mucha	http://www.wikidata.org/entity/Q64009184
1377	"Akan ada banyak kejutan di D23 Expo," kata Zenia Mucha, Executive Vice President, Chief Communications Officer, The Walt Disney Company kepada sekitar 90-an jurnalis yang hadir dari seluruh dunia, termasuk detikHOT.	The Walt Disney Company	http://www.wikidata.org/entity/Q7414
390	Atas insiden ini, izin perusahaan jasa ground handling dibekukan langsung dan penanganan ground handling diserahkan ke pihak lainnya sampai adanya rekomendasi baru dari pihak KNKT.	KNKT	http://www.wikidata.org/entity/Q1659039
43	Meski mengalahkan penjualan iPhone Apple, Samsung belum dapat dikatakan sukses memecahkan rekor penjualan handsetnya sendiri.	Apple	http://www.wikidata.org/entity/Q312
43	Meski mengalahkan penjualan iPhone Apple, Samsung belum dapat dikatakan sukses memecahkan rekor penjualan handsetnya sendiri.	Samsung	http://www.wikidata.org/entity/Q20718
1946	Sayangnya Zulkifli enggan membuka apakah dari pihaknya sudah ada komunikasi dengan Presiden Jokowi terkait isu reshuffle ini.	Zulkifli	http://www.wikidata.org/entity/Q4260406
1946	Sayangnya Zulkifli enggan membuka apakah dari pihaknya sudah ada komunikasi dengan Presiden Jokowi terkait isu reshuffle ini.	Jokowi	http://www.wikidata.org/entity/Q3318231
349	Sementara itu, PPP kubu Djan Faridz (Muktamar VIII di Jakarta) meminta Presiden Jokowi untuk tak hadir dalam acara tersebut.	PPP	http://www.wikidata.org/entity/Q2669302
349	Sementara itu, PPP kubu Djan Faridz (Muktamar VIII di Jakarta) meminta Presiden Jokowi untuk tak hadir dalam acara tersebut.	Djan Faridz	http://www.wikidata.org/entity/Q5285224
349	Sementara itu, PPP kubu Djan Faridz (Muktamar VIII di Jakarta) meminta Presiden Jokowi untuk tak hadir dalam acara tersebut.	Jakarta	http://www.wikidata.org/entity/Q3630
349	Sementara itu, PPP kubu Djan Faridz (Muktamar VIII di Jakarta) meminta Presiden Jokowi untuk tak hadir dalam acara tersebut.	Jokowi	http://www.wikidata.org/entity/Q3318231
1145	Situasi ini membuat bek tengah PSG, David Luiz dan Thiago Silva, terpancing untuk menghalaunya.	PSG	http://www.wikidata.org/entity/Q483020
1145	Situasi ini membuat bek tengah PSG, David Luiz dan Thiago Silva, terpancing untuk menghalaunya.	David Luiz	http://www.wikidata.org/entity/Q193706
1145	Situasi ini membuat bek tengah PSG, David Luiz dan Thiago Silva, terpancing untuk menghalaunya.	Thiago Silva	http://www.wikidata.org/entity/Q210453
1984	Itu kan terjadi di dalam kotak seharusnya penalti," ucap Bale yang dilansir AS.	Bale	http://www.wikidata.org/entity/Q184586
1984	Itu kan terjadi di dalam kotak seharusnya penalti," ucap Bale yang dilansir AS.	AS	http://www.wikidata.org/entity/Q30
1715	Kebijakan ini menurutnya justru tak menjamin kemandirian BUMN untuk negara.	BUMN	http://www.wikidata.org/entity/Q270791
457	Hujan deras yang mengguyur kawasan Gunung Merapi dan Merbabu, Jawa Tengah, menyebabkan banjir bandang di Desa Wonolelo Kecamatan Sawangan Kabupaten Magelang, Jawa Tengah.	Gunung Merapi	https://www.wikidata.org/wiki/Q134108
457	Hujan deras yang mengguyur kawasan Gunung Merapi dan Merbabu, Jawa Tengah, menyebabkan banjir bandang di Desa Wonolelo Kecamatan Sawangan Kabupaten Magelang, Jawa Tengah.	Merbabu	http://www.wikidata.org/entity/Q598893
457	Hujan deras yang mengguyur kawasan Gunung Merapi dan Merbabu, Jawa Tengah, menyebabkan banjir bandang di Desa Wonolelo Kecamatan Sawangan Kabupaten Magelang, Jawa Tengah.	Jawa Tengah	http://www.wikidata.org/entity/Q3557
457	Hujan deras yang mengguyur kawasan Gunung Merapi dan Merbabu, Jawa Tengah, menyebabkan banjir bandang di Desa Wonolelo Kecamatan Sawangan Kabupaten Magelang, Jawa Tengah.	Desa Wonolelo	http://www.wikidata.org/entity/Q12524783
457	Hujan deras yang mengguyur kawasan Gunung Merapi dan Merbabu, Jawa Tengah, menyebabkan banjir bandang di Desa Wonolelo Kecamatan Sawangan Kabupaten Magelang, Jawa Tengah.	Kecamatan Sawangan	http://www.wikidata.org/entity/Q12524783
457	Hujan deras yang mengguyur kawasan Gunung Merapi dan Merbabu, Jawa Tengah, menyebabkan banjir bandang di Desa Wonolelo Kecamatan Sawangan Kabupaten Magelang, Jawa Tengah.	Kabupaten Magelang	http://www.wikidata.org/entity/Q12524783
457	Hujan deras yang mengguyur kawasan Gunung Merapi dan Merbabu, Jawa Tengah, menyebabkan banjir bandang di Desa Wonolelo Kecamatan Sawangan Kabupaten Magelang, Jawa Tengah.	Jawa Tengah	http://www.wikidata.org/entity/Q3557
761	Sedianya jadwal pemeriksaan terhadap Megawati Soekarnoputri sebagai saksi kasus dugaan suap cek perjalanan pemilihan DGSBI berlangsung pada Senin (21/2/2011) esok.	Megawati Soekarnoputri	http://www.wikidata.org/entity/Q76179
1595	Sejumlah anggota Fraksi PDIP dari lintas komisi ikut memberikan pandangan terkait persoalan transportasi berbasis aplikasi online.	PDIP	http://www.wikidata.org/entity/Q1186306
991	Selain itu kata Arwin, kota Yogyakarta juga menjadi kota penting bagi PT Telkom Divre IV, karena teledisitas telepon di Yogyakarta juga lebih tinggi dibandingan rata-rata nasional.	Arwin	http://www.wikidata.org/entity/Q12472575
991	Selain itu kata Arwin, kota Yogyakarta juga menjadi kota penting bagi PT Telkom Divre IV, karena teledisitas telepon di Yogyakarta juga lebih tinggi dibandingan rata-rata nasional.	Yogyakarta	http://www.wikidata.org/entity/Q3741
991	Selain itu kata Arwin, kota Yogyakarta juga menjadi kota penting bagi PT Telkom Divre IV, karena teledisitas telepon di Yogyakarta juga lebih tinggi dibandingan rata-rata nasional.	PT Telkom	http://www.wikidata.org/entity/Q2305438
991	Selain itu kata Arwin, kota Yogyakarta juga menjadi kota penting bagi PT Telkom Divre IV, karena teledisitas telepon di Yogyakarta juga lebih tinggi dibandingan rata-rata nasional.	Yogyakarta	http://www.wikidata.org/entity/Q3741
1259	Tak heran bila Disney rela merogoh koceknya US $ 5 juta dollar hanya untuk menulis ' Signs '.	Disney	http://www.wikidata.org/entity/Q7414
576	Partai atau siapa pun tidak perlu menekan, mendikte, apalagi memaksa soal reshuffle ini," ungkap Daniel dalam perbincangan dengan detikcom, Senin (4/3) malam.	Daniel	http://www.wikidata.org/entity/Q96987329
576	Partai atau siapa pun tidak perlu menekan, mendikte, apalagi memaksa soal reshuffle ini," ungkap Daniel dalam perbincangan dengan detikcom, Senin (4/3) malam.	detikcom	http://www.wikidata.org/entity/Q12481355
1210	Bila memang reshuffle jadi dilakukan, maka Jokowi diharapkan menempatkan sosok menteri sesuai kapasitasnya.	Jokowi	http://www.wikidata.org/entity/Q3318231
142	Risma sore ini memantau titik genangan karena guyuran hujan deras.	Risma	http://www.wikidata.org/entity/Q12522317
960	Menurut hasil survei Nielsen Korea, episode 11 drama KBS 2TV yang tayang Rabu (30/3/2016) malam menembus angka 40,9%.	Nielsen Korea	http://www.wikidata.org/entity/Q12580701
960	Menurut hasil survei Nielsen Korea, episode 11 drama KBS 2TV yang tayang Rabu (30/3/2016) malam menembus angka 40,9%.	KBS 2TV	http://www.wikidata.org/entity/Q624509
374	"Antara peristiwa itu dengan GM tidak ada hubungan langsung," ungkap Sekretaris Perusahaan PT Angkasa Pura II Agus Haryadi saat dihubungi detikcom, Senin (4/4/2016) malam.	PT Angkasa Pura II	http://www.wikidata.org/entity/Q18821719
374	"Antara peristiwa itu dengan GM tidak ada hubungan langsung," ungkap Sekretaris Perusahaan PT Angkasa Pura II Agus Haryadi saat dihubungi detikcom, Senin (4/4/2016) malam.	detikcom	http://www.wikidata.org/entity/Q12481355
328	Leicester saat ini berada di puncak klasemen Premier League berkat keunggulan tujuh poin atas Tottenham Hotspur, dengan kedua tim tinggal menyisakan enam pertandingan lagi.	Leicester	http://www.wikidata.org/entity/Q19481
328	Leicester saat ini berada di puncak klasemen Premier League berkat keunggulan tujuh poin atas Tottenham Hotspur, dengan kedua tim tinggal menyisakan enam pertandingan lagi.	Premier League	http://www.wikidata.org/entity/Q9448
328	Leicester saat ini berada di puncak klasemen Premier League berkat keunggulan tujuh poin atas Tottenham Hotspur, dengan kedua tim tinggal menyisakan enam pertandingan lagi.	Tottenham Hotspur	http://www.wikidata.org/entity/Q18741
1311	Mungkin baru di seriseri terakhir, saya berani pasang target masuk lima besar," ujar Rio, yang dalam kualifikasi Sabtu pagi lalu menempati urutan ke13.	Rio	http://www.wikidata.org/entity/Q981543
1892	Bek Roma, Antonio Rudiger, pun yakin mereka bisa naik ke posisi kedua, menggeser Napoli.	Antonio Rudiger	http://www.wikidata.org/entity/Q96755
1892	Bek Roma, Antonio Rudiger, pun yakin mereka bisa naik ke posisi kedua, menggeser Napoli.	Napoli	http://www.wikidata.org/entity/Q2641
1673	Galaxy S II termasuk smartphone kebanggaan Samsung yang kabarnya sudah terjual 10 juta unit di seluruh dunia.	Samsung	http://www.wikidata.org/entity/Q20716
1361	Rencananya acara tersebut akan dilakukan di Kompleks Istana Kepresidenan Jakarta.	Kompleks Istana Kepresidenan Jakarta	http://www.wikidata.org/entity/Q27154899
217	Keteguhannya dalam mempertahankan alam dan isinya, Patih Laman mendapatkan penghargaan dari WWF Internasional dan Kalpataru dari Presiden Megawati Soekarnoputri.	WWF Internasional	http://www.wikidata.org/entity/Q117892
217	Keteguhannya dalam mempertahankan alam dan isinya, Patih Laman mendapatkan penghargaan dari WWF Internasional dan Kalpataru dari Presiden Megawati Soekarnoputri.	Kalpataru	http://www.wikidata.org/entity/Q19727123
217	Keteguhannya dalam mempertahankan alam dan isinya, Patih Laman mendapatkan penghargaan dari WWF Internasional dan Kalpataru dari Presiden Megawati Soekarnoputri.	Megawati Soekarnoputri	http://www.wikidata.org/entity/Q76179
1736	Ketua Umum PDIP Megawati Soekarnoputri membakar semangat ribuan kadernya, peserta halal bihalal kader PDIP se-DKI Jakarta.	PDIP	http://www.wikidata.org/entity/Q1186306
1736	Ketua Umum PDIP Megawati Soekarnoputri membakar semangat ribuan kadernya, peserta halal bihalal kader PDIP se-DKI Jakarta.	Megawati Soekarnoputri	http://www.wikidata.org/entity/Q1186306
1736	Ketua Umum PDIP Megawati Soekarnoputri membakar semangat ribuan kadernya, peserta halal bihalal kader PDIP se-DKI Jakarta.	PDIP	http://www.wikidata.org/entity/Q1186306
1736	Ketua Umum PDIP Megawati Soekarnoputri membakar semangat ribuan kadernya, peserta halal bihalal kader PDIP se-DKI Jakarta.	DKI Jakarta	http://www.wikidata.org/entity/Q3630
908	Dikatakan Yasonna, standar keamanan lapas di Indonesia sudah tergolong bagus.	Yasonna	http://www.wikidata.org/entity/Q12525045
908	Dikatakan Yasonna, standar keamanan lapas di Indonesia sudah tergolong bagus.	Indonesia	http://www.wikidata.org/entity/Q252
3	Mega malah mengkritik wartawan yang selalu menyebutkan Laksamana sebagai mantan orang PDIP.	Mega	http://www.wikidata.org/entity/Q76179
3	Mega malah mengkritik wartawan yang selalu menyebutkan Laksamana sebagai mantan orang PDIP.	PDIP	http://www.wikidata.org/entity/Q1186306
1268	Imam mengatakan, reshuffle kabinet adalah hak prerogatif Presiden Joko Widodo.Pembahasan yang dibahas cukup lama yaitu soal pihak yang membahas RUU Tax Amnesty di DPR.	Imam	http://www.wikidata.org/entity/Q18342562
1268	Imam mengatakan, reshuffle kabinet adalah hak prerogatif Presiden Joko Widodo.Pembahasan yang dibahas cukup lama yaitu soal pihak yang membahas RUU Tax Amnesty di DPR.	Joko Widodo	http://www.wikidata.org/entity/Q3318231
1268	Imam mengatakan, reshuffle kabinet adalah hak prerogatif Presiden Joko Widodo.Pembahasan yang dibahas cukup lama yaitu soal pihak yang membahas RUU Tax Amnesty di DPR.	DPR	http://www.wikidata.org/entity/Q2670027
1610	Pelepasan saham Indofood menjadi pemicu penurunan IHSG di tengah minimnya transaksi pada separuh perdagangan hari ini.	Indofood	http://www.wikidata.org/entity/Q3930665
2044	Serta jasa Telkom lainnya sebesar Rp 301,001 miliar atau naik dibanding tahun sebelumnya Rp 293,225 Telkom juga sudah bisa menekan rugi kurs hingga 57 persen menjadi Rp 516,807 miliar dibanding tahun sebelumnya Rp 1,20 triliun.	Telkom	http://www.wikidata.org/entity/Q2305438
2044	Serta jasa Telkom lainnya sebesar Rp 301,001 miliar atau naik dibanding tahun sebelumnya Rp 293,225 Telkom juga sudah bisa menekan rugi kurs hingga 57 persen menjadi Rp 516,807 miliar dibanding tahun sebelumnya Rp 1,20 triliun.	Telkom	http://www.wikidata.org/entity/Q2305438
239	Sekjen Gerindra Ahmad Muzani menegaskan Jokowi-Ahok mendapat restu penuh dari Ketua Umum PDIP Megawati Soekarnoputri dan Ketua Dewan Pembina Partai Gerindra Prabowo Subianto.	Gerindra	http://www.wikidata.org/entity/Q4261459
239	Sekjen Gerindra Ahmad Muzani menegaskan Jokowi-Ahok mendapat restu penuh dari Ketua Umum PDIP Megawati Soekarnoputri dan Ketua Dewan Pembina Partai Gerindra Prabowo Subianto.	Ahmad Muzani	http://www.wikidata.org/entity/Q4261459
239	Sekjen Gerindra Ahmad Muzani menegaskan Jokowi-Ahok mendapat restu penuh dari Ketua Umum PDIP Megawati Soekarnoputri dan Ketua Dewan Pembina Partai Gerindra Prabowo Subianto.	Jokowi	http://www.wikidata.org/entity/Q3318231
239	Sekjen Gerindra Ahmad Muzani menegaskan Jokowi-Ahok mendapat restu penuh dari Ketua Umum PDIP Megawati Soekarnoputri dan Ketua Dewan Pembina Partai Gerindra Prabowo Subianto.	Ahok	http://www.wikidata.org/entity/Q3701615
239	Sekjen Gerindra Ahmad Muzani menegaskan Jokowi-Ahok mendapat restu penuh dari Ketua Umum PDIP Megawati Soekarnoputri dan Ketua Dewan Pembina Partai Gerindra Prabowo Subianto.	PDIP	http://www.wikidata.org/entity/Q1186306
239	Sekjen Gerindra Ahmad Muzani menegaskan Jokowi-Ahok mendapat restu penuh dari Ketua Umum PDIP Megawati Soekarnoputri dan Ketua Dewan Pembina Partai Gerindra Prabowo Subianto.	Megawati Soekarnoputri	http://www.wikidata.org/entity/Q1186306
239	Sekjen Gerindra Ahmad Muzani menegaskan Jokowi-Ahok mendapat restu penuh dari Ketua Umum PDIP Megawati Soekarnoputri dan Ketua Dewan Pembina Partai Gerindra Prabowo Subianto.	Gerindra	http://www.wikidata.org/entity/Q4261459
239	Sekjen Gerindra Ahmad Muzani menegaskan Jokowi-Ahok mendapat restu penuh dari Ketua Umum PDIP Megawati Soekarnoputri dan Ketua Dewan Pembina Partai Gerindra Prabowo Subianto.	Prabowo Subianto	http://www.wikidata.org/entity/Q4261459
874	Kalau itu sih, Mbak Mega selalu saya dukung dari dulu.	Mega	http://www.wikidata.org/entity/Q76179
432	Kemudian, Menkominfo Rudiantara menyebut kalau izin tersebut masih diproses di pemerintah DKI.	Rudiantara	http://www.wikidata.org/entity/Q18421404
432	Kemudian, Menkominfo Rudiantara menyebut kalau izin tersebut masih diproses di pemerintah DKI.	DKI	http://www.wikidata.org/entity/Q3630
1076	Vice President PT Indofood Sukses Makmur Tbk (INDF) Franciscus Welirang mengungkapkan penolakannya pada mekanisme kenaikan tarif listrik, khususnya untuk perusahaan publik/terbuka.	PT Indofood Sukses Makmur Tbk	http://www.wikidata.org/entity/Q3930665
1076	Vice President PT Indofood Sukses Makmur Tbk (INDF) Franciscus Welirang mengungkapkan penolakannya pada mekanisme kenaikan tarif listrik, khususnya untuk perusahaan publik/terbuka.	INDF	http://www.wikidata.org/entity/Q3930665
1076	Vice President PT Indofood Sukses Makmur Tbk (INDF) Franciscus Welirang mengungkapkan penolakannya pada mekanisme kenaikan tarif listrik, khususnya untuk perusahaan publik/terbuka.	Franciscus Welirang	http://www.wikidata.org/entity/Q16177429
1644	Kabar bahwa Presiden Joko Widodo (Jokowi) bakal kembali merombak susunan kabinetnya kembali berhembus.	Joko Widodo	http://www.wikidata.org/entity/Q3318231
1644	Kabar bahwa Presiden Joko Widodo (Jokowi) bakal kembali merombak susunan kabinetnya kembali berhembus.	Jokowi	http://www.wikidata.org/entity/Q3318231
1919	baru berpenampilan keren di Bandara Husein Sastranegara, Kota Bandung, Jawa Barat, segera beroperasi pada Rabu 6 April 2016.Dalam perjalanannya, diakui Bayu, memang tidak mudah untuk bisa mendapatkan izin taksi sehingga founder Blue Bird meminta pemerintah sampai pada akhirnya mendapatkan izin taksi.	Bandara Husein Sastranegara	http://www.wikidata.org/entity/Q49249
1919	baru berpenampilan keren di Bandara Husein Sastranegara, Kota Bandung, Jawa Barat, segera beroperasi pada Rabu 6 April 2016.Dalam perjalanannya, diakui Bayu, memang tidak mudah untuk bisa mendapatkan izin taksi sehingga founder Blue Bird meminta pemerintah sampai pada akhirnya mendapatkan izin taksi.	Kota Bandung	http://www.wikidata.org/entity/Q10389
1919	baru berpenampilan keren di Bandara Husein Sastranegara, Kota Bandung, Jawa Barat, segera beroperasi pada Rabu 6 April 2016.Dalam perjalanannya, diakui Bayu, memang tidak mudah untuk bisa mendapatkan izin taksi sehingga founder Blue Bird meminta pemerintah sampai pada akhirnya mendapatkan izin taksi.	Jawa Barat	http://www.wikidata.org/entity/Q3724
1919	baru berpenampilan keren di Bandara Husein Sastranegara, Kota Bandung, Jawa Barat, segera beroperasi pada Rabu 6 April 2016.Dalam perjalanannya, diakui Bayu, memang tidak mudah untuk bisa mendapatkan izin taksi sehingga founder Blue Bird meminta pemerintah sampai pada akhirnya mendapatkan izin taksi.	Bayu	http://www.wikidata.org/entity/Q109697571
1919	baru berpenampilan keren di Bandara Husein Sastranegara, Kota Bandung, Jawa Barat, segera beroperasi pada Rabu 6 April 2016.Dalam perjalanannya, diakui Bayu, memang tidak mudah untuk bisa mendapatkan izin taksi sehingga founder Blue Bird meminta pemerintah sampai pada akhirnya mendapatkan izin taksi.	Blue Bird	http://www.wikidata.org/entity/Q114556753
2066	Kalau ada Grab dan Uber ini perusahaan aplikasi, ini tidak masalah, bagus-bagus saja," tutup Jonan.	Grab	http://www.wikidata.org/entity/Q20873932
2066	Kalau ada Grab dan Uber ini perusahaan aplikasi, ini tidak masalah, bagus-bagus saja," tutup Jonan.	Uber	http://www.wikidata.org/entity/Q780442
2066	Kalau ada Grab dan Uber ini perusahaan aplikasi, ini tidak masalah, bagus-bagus saja," tutup Jonan.	Jonan	http://www.wikidata.org/entity/Q16182287
1209	Hal itu disampaikan Obama ketika memberikan sambutan dalam Konferensi Tingkat Tinggi (KTT) AS-ASEAN di Sunnylands, California, Selasa (16/2/2016) pagi WIB.	Obama	http://www.wikidata.org/entity/Q76
1209	Hal itu disampaikan Obama ketika memberikan sambutan dalam Konferensi Tingkat Tinggi (KTT) AS-ASEAN di Sunnylands, California, Selasa (16/2/2016) pagi WIB.	AS	http://www.wikidata.org/entity/Q30
