sent_id	uri	mention	final sentence
11227	Q298808	Alfonso Xi Dari Castile	Alfonso XI dari Castile digelari sang Pembalas Dendam, sang Kepala Batu, serta Alfonso dari Sungai Salado.
11228	Q7299	Kaisar	Kaisar memerintah selama sekitar 21 tahun sampai kematiannya pada tahun 189.
11229	Q359105	Raymond	Raymond telah menulis dan menyunting dua buku yang terinci yang mengisahkan pengalaman pribadinya dengan The Watchtower Bible and Literature Society dan rekan-rekan anggotanya di organisasi Saksi-Saksi Yehuwa.
11230	Q80712	Michael	Saudara kembarnya Michael Keane juga merupakan pemain sepak bola yang bermain untuk klub Preston North End.
11231	Q494431	Cho	Setelah itu cho seung - hui bunuh diri, sebab jasadnya ditemukan di antara jenazah para korban.
11232	Q4547	Daniel	Setelah pelatihan di Teater Pemuda Nasional di London dan lulus dari Guildhall School of Music and Drama pada tahun 1991, Daniel memulai kariernya di panggung.
11233	Q328760	Henri	Namanya Henri diabadikan sebagai nama bandar udara di Bukarest, Rumania, Bandara Internasional Henri Coandă.
11234	Q1459134	Mahmoud	Mahmoud masuk Sekolah Seni Rupa Murni Kairo setelah dibuka pada 1908 oleh Pangeran Yusuf Kamal, dan merupakan salah satu "pionir" asli gerakan seni rupa Mesir.
11235	Q789966	Banco De España	Kegiatan Banco de España diatur oleh Undang-Undang Otonomi dari Banco de España.
11236	Q103423	Paus Marinus Ii	Paus Marinus Ii merupakan penerus Paus Marinus Ii Stefanus VIII dan pendahulu Paus Marinus Ii Agapetus II.
11237	Q123885	Royal	Sejak 1967, royal ini berkantor pusat di Carlton House Terrace, sebuah bangunan terpelihara di Central London yang sebelumnya digunakan sebagai Kedutaan Jerman, London.
11238	Q76354	Jusuf	Akan tetapi, perolehan suara Jusuf kurang melebihi ambang batas pencalonan presiden dan kalah dari pasangan calon Susilo Bambang Yudhoyono dan Boediono.
11239	Q134976	Lukas	Pada 29 Mei 2013, Lukas mencetak gol tercepat dalam sejarah tim nasional Jerman, hanya dalam waktu sembilan detik pada pertandingan yang dimenangkan dengan skor 4–2 atas Ekuador.
11240	Q700317	Chichibu	Seperti pangeran kekaisaran Jepang lainnya dari generasinya, Chichibu adalah seorang perwira karier aktif bertugas di Angkatan Darat Kekaisaran Jepang.
11241	Q6197862	Jim	Jim meninggal dunia pada tahun 2000 akibat komplikasi kanker.
11242	Q207535	Roland	Roland adalah salah satu tokoh utama dalam sejumlah karya legenda yang disebut Matière de France.
11243	Q483118	Ben	Ben adalah pendukung Partai Demokrat.
11245	Q352302	Miguel Angel Moratinos	Pada 2011 Miguel Angel Moratinos dinominasikan sebagai kandidat untuk posisi direktur jenderal FAO namun pada 26 Juni Miguel Angel Moratinos digantikan oleh José Graziano da Silva dari Brazil.
11246	Q34584	Anastacia	Anastacia berkarier di dunia musik sejak tahun 1990.
11247	Q1050759	Shihori	Pada 16 Januari 2015, Shihori kembali mengumumkan kelulusannya dari AKB48.
11248	Q133100	Paus Innosensius Xiii	Paus Innosensius XIII tetap menjadi Paus terakhir yang mengambil nama kepausan "Innosensius".
11249	Q172862	Mansur	Meskipun sebagian besar guru sufi sezamannya tidak menyetujui tindakan mansur al - hallaj, mansur al - hallaj kemudian menjadi tokoh utama dalam tradisi sufi.
11250	Q193175	Stenka	Stenka memimpin pemberontakan besar melawan kaum bangsawan dan birokrasi Tsaris di selatan Rusia pada 1670-1671.
11251	Q17997794	Agus Utara Effendi	Pada 2008 Agus Utara Effendi mencoba mencalonkan diri sebagai Bupati Bogor namun kalah dari Rahmat Yasin.
11252	Q767196	Virgilio	Virgilio bermain 97 kali untuk Inter Milan dan mencetak 4 gol untuk klub.
11253	Q467123	Matasuntha	Setelah meninggalnya Germanus, Matasuntha memutuskan untuk tetap menjadi janda.
11254	Q466257	Rosala Dari Italia	Rosala Dari Italia adalah keturunan Charlemagne baik melalui Lothaire II dari Lorraine and Gisela.
11255	Q485885	Pierluigi	Pierluigi pernah terpilih sebagai Wasit Terbaik Dunia versi IFFHS enam tahun berturut-turut dari tahun 1998 hingga 2003.
11256	Q185007	Rita	Pada 1986, Rita menerima Penghargaan Nobel dalam Fisiologi atau Kedokteran dengan koleganya Stanley Cohen, atas penemuannya dengan faktor pertumbuhan.
11257	Q1137229	Albert	Albert adalah seorang pemeran, bintang film, sutradara, dan penulis naskah asal Inggris, yang utamanya dikenal karena berkarya dalam film-film Charlie Chaplin.
11258	Q169352	Zeami	Zeami memiliki teater sendiri dan berkeliling dengan anggotanya.
11259	Q78494	Arthur	Pada 1940, Arthur menerbitka novel Darkness at Noon, sebuah karya anti-totalitarian yang memberikannya ketenaran mancanegara.
11260	Q316669	Walter	Sebagai seorang pemimpin Zionis, Walter menyampaikan Deklarasi Balfour, yang menjanjikan dukungan Inggris untuk sebuah rumah nasional Yahudi di Palestina.
11261	Q17410366	Husein	Husein merupakan runner-up ajang pencarian bakat menyanyi Indonesian Idol musim kedelapan pada tahun 2014.
11262	Q11319423	Terry	Rumah leluhur Terry terletak di Yokoshibahikari, Distrik Sanbu, Prefektur Chiba.
11263	Q351377	Ascanio	Walau Nobel selalu menghargai dan menghormati Ascanio sebagai tokoh yang telah menemukan nitrogliserin, Ascanio cemas dengan penggunaannya dari kekuatan ledak yang mengerikan yang telah dikatakan, dan oleh keterkenalan dan keberuntungan yang dialamatkan pada Nobel karena itu.
11264	Q229042	Barbara	Barbara berkarier di dunia film sejak tahun 1968.
11265	Q312849	Mongkut	Mongkut adalah salah satu raja yang paling dihormati negaranya.
11266	Q109582	Christopher A. Pissarides	Christopher A. Pissarides menjadi Presiden Asosiasi Ekonomi Eropa pada tahun 2011, setelah menjabat sebagai Wakil Presiden dalam organisasi yang sama setahun sebelumnya.
11267	Q183698	Tsar Ivan V	Pemberontakan ini menjadikan sebagian kerabat dan sahabat tsar ivan v terbunuh.
11268	Q12485383	Kh Hasan Abdullah Sahal	KH Hasan Abdullah Sahal adalah putera keenam dari KH Ahmad Sahal.
11269	Q794563	Aeroports De Paris	Aeroports de Paris mengoperasikan 26 bandara internasional di seluruh dunia.
11270	Q192428	Etienne Geoffroy Saint-Hilaire	Etienne Geoffroy Saint-Hilaire juga membuat genus Dasyurus.
11271	Q765286	Jerry	Pada tahun 2001, Jerry mendirikan Baldwin Wines, perkebunan sekaligus produsen Zinfandel di Sonoma Valley, California.
11272	Q314263	Fouad	Lahir dari keluarga seorang Muslim Sunni di Sidon pada tahun 1943, Fouad teman dari mendiang Perdana Menteri Rafik Hariri pada 45 tahun yang telah lewat.
11273	Q187312	Robert I Dari Skotlandia	Robert I dari Skotlandia menjadi salah satu pejuang paling terkenal dari generasinya, dan kemudian memimpin Skotlandia pada Perang Kemerdekaan Skotlandia Pertama melawan Inggris.
11274	Q29000	Abdurrahman	Pemerintahannya Abdurrahman di Iberia memisahkan Umayyah dengan Kekhalifahan Abbasiyah, yang sebelumnya telah menumbangkan Bani Umayyah di Damaskus pada tahun 750.
11275	Q10007	Zhengde	Tidak seperti ayahnya yang bijak, Zhengde dikatakan sebagai kaisar Ming yang bermoral paling bejat Zhengde.
11276	Q237030	Jeanette	Jeanette berkarier di dunia film sejak tahun 1929.
11277	Q3350461	Sir Khwaja Salimullah	Sir Khwaja Salimullah adalah pendiri dan pionir Liga Muslim India.
11278	Q12478575	Chandra	Salah satunya adalah Chandra, grup musik beraliran Rock 80an bersama Aria Baron, Rezanov Gribs, Gilang Krosboi, Boym Seurieus, dan Agung Imanissimo.
11279	Q294942	Aristides	Sejarawan kuno Herodotos menyebut Aristides sebagai "pria terbaik dan paling terhormat di Athena".
11280	Q184176	Seleucus I Nicator	Seleucus I Nicator merupakan salah satu Diadokhoi, sebutan untuk para jenderal atau kerabat Aleksander Agung yang bertarung untuk memegang kendali negara setelah kematiannya pada 323 SM.
11281	Q272977	Robert	Robert keluar dari perguruan tinggi ketika kelas drama memicu minatnya dalam akting, dan masuk film pada tahun 1986.
11282	Q4695503	Ahmad Zahid Hamidi	Sebelumnya, Ahmad Zahid Hamidi menjabat pada jabatan yang sama pada 2015 menggantikan Muhyiddin Yassin pada perombakan kabinet.
11283	Q790811	Barsauma	Babaowai sangat menekankan disiplin gereja dan menekankan bahwa seorang imam harus selibat, padahal Barsauma sendiri menikah.
11284	Q57210	Arthur	Lalu, Arthur pernah berperan sebagai konduktor tamu di Orkestra Filharmonik Berlin dan Orkestra Simfoni London.
11285	Q17411659	Aditya	Aditya, mantan TNI AD.
11286	Q313517	Gideons	Nama organisasi Gideons ini diambil dari tokoh Alkitab Gideon yang dicatat riwayatnya dalam Kitab Hakim-hakim pasal 6.
11287	Q217915	Piri	Tapi sayangnya, Peta Piri yang tertulis di atas kulit rusa tersebut ditemukan hanya berupa cuplikan Peta berukuran 90 x 65 cm yang merupakan bagian dari Peta Dunia yang utuh.
11288	Q1910470	Constantijn Johan Wolterbeek	Sebagai direktur jenderal Angkatan Laut, Constantijn Johan Wolterbeek memengaruhi sejumlah perbaikan di tubuh Angkatan Laut.
11289	Q317286	Samy	Samy berkarier di dunia film sejak tahun 1989.
11290	Q2309524	Raja	Dijelaskan juga bahwa nama London dicetuskan oleh Raja yang konon menaklukkan kota itu lalu menamainya Kaerlud.
11291	Q1208114	Hikaru	Hikaru sekarang berada di bawah manajemen artis Johnny & Associates.
11292	Q745742	Valentin	Valentin menjadi wasit di Uzbek League dan Uzbekistan Cup.
11293	Q276404	Takeda	Setelah berhasil menaklukkan provinsi tetangga Shinano, Takeda bertarung melawan musuh besarnya Uesugi Kenshin dalam Pertempuran Kawanakajima.
11294	Q379827	Prem	Prem dikenal karena mengakhiri pemberontakan komunis dan memandu pertumbuhan ekonomi.
11295	Q43247	Ingrid	Lahir di Stockholm dari ayah Swedia dan ibu Jerman, Ingrid memulai karier aktingnya di film Swedia dan Jerman.
11296	Q38823	Ruhollah	Ruhollah tinggal di pengasingan selama 14 tahun, sekitar satu tahun di Turki, kemudian di Irak, dan akhirnya beberapa bulan di Prancis.
11297	Q219768	Mahamadou	Kemudian Mahamadou bermain untuk Vitesse, Lyon, Real Madrid dan Monaco, sebelum pindah ke Fulham pada tahun 2012.
11298	Q2740012	Stefan	Pada bulan September 2021, telah dipastikan bahwa Menteri Keuangan Magdalena Andersson akan menjadi satu-satunya kandidat di kongres untuk menggantikan Stefan Löfven.
11299	Q14772	Baidu	Pada Januari 2014, kapitalisasi pasar Baidu berdiri pada nilai $55 billion.
11300	Q6167306	Widi	Widi merupakan istri dari Dwi Sasono, dan ibu dari Widuri Puteri.
11301	Q2834645	Alexis	Namun pada Perang Dunia I, Alexis dan Elizabeth tetap tinggal di Belgia.
11302	Q215488	Lucas	Lucas berkarier di dunia film sejak tahun 2004.
11303	Q2850496	Anna	Anna memiliki hubungan dengan Charles Sydney Gibbes, tutor bahasa Inggris untuk anak-anak keluarga Romanov.
11304	Q223151	James	James pernah menjabat sebagai Kepala Staff Gedung Putih pada masa pemerintahan pertama Ronald Reagan, Menteri Keuangan antara tahun 1985 sampai 1988 pada periode kedua pemerintahan Reagen, serta Menteri Luar Negeri pada masa pemerintahan George H. W. Bush.
11305	Q12482557	Erik	Pengalamannya erik dalam bermusik adalah sering mengikuti festival-festival musik.
11306	Q31174042	Arini	Beranjak remaja, Arini mengikuti kontes modeling dengan menjadi finalis pada pemilihan GADIS Sampul tahun 2005.
11307	Q52940	Zygmunt Iii Vasa	Zygmunt III Vasa adalah anak dari pasangan Raja Johan III dari Swedia dan istri pertamanya, Katarzyna Jagiellonka dari Polandia.
11308	Q152871	Karl-Heinz	Karl-Heinz pernah bermain untuk klub Bayern Munchen, Inter Milan, dan Servette FC Di timnas Jerman Barat Karl-Heinz bermain 95 kali dan mencetak 43 gol.
11309	Q215613	Organisasi Bangsa Dan Rakyat Yang Tidak Terwakili	Organisasi bangsa dan rakyat yang tidak terwakili bekerja untuk mengembangkan pemahaman dan penghormatan terhadap hak untuk menentukan nasib sendiri, memberikan saran dan dukungan terkait dengan pertanyaan pengakuan internasional dan otonomi politik, melatih kelompok tentang cara mengadvokasi penyebab mereka secara efektif, dan secara langsung mengadvokasi tanggapan
11310	Q700321	Gottlieb	Keluarga Haberlandt telah mendiami daerah Sachsen di Jerman selama 11 generasi sebelum akhirnya Gottlieb berimigrasi ke Hungaria.
11311	Q49251670	Novel	Pada April 2017, Novel menjadi korban serangan orang tak dikenal yang menyiramkan air keras ke wajah Novel sehingga menyebabkan kecacatan permanen pada mata kirinya.
11312	Q4877155	Beatrice	Beatrice juga mencapai semifinal di Kejuaraan Australia Terbuka Junior 2009, saat ini ia berpasangan dengan Noppawan Lertcheewakarn dari Thailand.
11313	Q257948	Frederick De Houtman	Houtman lalu membuat pendaratan di daerah yang dikenal sebagai Eendrachtsland yang sebelumnya telah ditemukan oleh penjelajah Frederick De Houtman Hartog.
11314	Q4262971	Farida	Farida dikenal luas berkat perannya sebagai Mak Lampir dalam serial televisi Misteri Gunung Merapi.
11315	Q466125	Te Atairangi Kaahu	Gelarnya Te Arikinui dan namanya Te Atairangikaahu diberikan padanya Te Atairangi Kaahu ketika Te Atairangi Kaahu menjadi ratu.
11316	Q171411	Oda	Lahir sebagai pewaris Oda Nobuhide, Oda harus bersaing memperebutkan hak menjadi kepala klan dengan adik kandungnya Oda Nobuyuki.
11317	Q704157	Heisuke	Heisuke lahir di kota Nagasaki, Prefektur Nagasaki.
11318	Q537034	Isaac	Nyanyian ciptaan Isaac berpengaruh besar terhadap gereja-gereja non-Anglikan.
11319	Q313059	Willem De Sitter	Willem De Sitter belajar matematika di Universitas Negeri Groningen dan kemudian bergabung dengan laboratorium astronomi di sana, Laboratorium itu dibimbingan JC Kapteyn, Willem De Sitter mengembangkan keinginan untuk astronomi.
11320	Q16187787	Ki Ageng Wonosobo	Dari pernikahan Bondan Kajawan dan Dyah Nawangsih dikaruniai tiga orang anak yaitu Ki Ageng Wonosobo Ageng Wanasaba, Ki Ageng Wonosobo Getas Pandawa, Nyai Ageng Ngerang.
11321	Q128995	Anthony	Anthony mengundurkan diri dari posisi perdana menteri pada tahun 1957 menyusul reputasi buruk yang diterimanya terkait dengan kebijakan Krisis Suez.
11322	Q696583	Hiromu	Hiromu menjabat sebagai politikus lokal dari tahun 1951 sampai 1978 dan menjadi anggota Dewan Perwakilan Jepang dari tahun 1983 sampai 2003, Hiromu menjadi salah satu anggota yang paling menonjol pada tahun 1990-an.
11323	Q205047	Kurdistan	Pada tahun 2014, selama krisis Irak 2014, pasukan Kurdistan juga mengambil alih beberapa wilayah Kurdistan Utara yang dipertentangkan.
11324	Q174311	Christopher	Sisa hidup Christopher dihabiskan di atas kursi roda, dan aktif sebagai juru bicara penderita cedera tulang belakang dan penelitian sel induk.
11325	Q228798	Zuleyka	Zuleyka dinobatkan menyandang gelar Miss Universe 2006 pada 23 Juli 2006.
11327	Q77140	Philipp Franz Von Siebold	Philipp Franz Von Siebold Siebold terkenal dengan penelitiannya tentang flora dan fauna Jepang.
11329	Q12501021	Nurbuat	Nurbuat terkenal sebagai pelawak dengan logat Madura melalui grup lawak Srimulat.
11330	Q6139655	James	James bermain untuk klub Millwall sejak tahun 2017, dan membela tim nasional Australia sejak tahun 2015.
11331	Q215305	Giulio	Seorang murid Raphael, perbedaan gaya Giulio dari aliran klasik High Renaissance memberikan dasar bagi gaya abad ke-16 yang dikenal dengan nama Mannerisme.
11332	Q2584470	Francesco	Sempat dipinjamkan ke Vibonese kemudian pindah ke Palermo, Ascoli, Reggina dan Genoa yang meminjamkannya ke Bologna FC lalu pindah ke Parma sebelum dipinjamkan ke Pescara pada tahun 2012 oleh Francesco.
11333	Q3347470	O. W. Wolters	Saat meninggal, o. w. wolters adalah dosen emeritus di bidang sejarah Asia Tenggara di Goldwin Smith di Cornell University.
11334	Q152325	Isoroku	Secara umum Isoroku dianggap sebagai pakar strategi perang laut Jepang teragung, dan di antara pakar strategi angkatan laut terbaik dalam sejarah.
11335	Q12481474	Dian	Dian terkenal membawakan lagu "Tak Ingin Sendiri" ciptaan Pance Pondaag.
11336	Q1343721	Satoshi	Satoshi sering dipanggil dengan julukan Bukki.
11337	Q315214	Tariq	Hubungan Tariq dimulai pada 1950an ketika keduanya menjadi aktivis untuk Partai Sosialis Arab Ba'ath yang kemudian dicekal.
11338	Q183703	Franjo	Pada tahun 1999, Franjo meninggal dunia setelah menderita kanker perut yang sudah lama diderita, adalah pahlawan besar karena berhasil memerdekakan Kroasia setelah memisahkan diri dari Yugoslavia pada 1991.
11339	Q16179356	Hadi	Hadi merupakan lulusan Sarjana Ekonomi tahun 1990 dan Magister Management dari Universitas 17 Agustus 1945 Surabaya tahun 2003.
11340	Q242436	Mindaugas	Pada tahun 1250 atau 1251, selama terjadinya perebutan kekuasaan, Mindaugas dibaptis dan menjadi Katolik.
11341	Q529235	Ibnu	Ibnu berasal dari Bagdad dan menempuh pendidikan keagamaan awal di Bagdad.
11342	Q298310	David	Sebagai artis internasional crossover, David telah melakukan tur di seluruh Eropa dan Amerika Latin.
11343	Q9682	Ratu	Pada bulan November 1947, Ratu menikah Philip Mountbatten, mantan pangeran Yunani dan Denmark.
11344	Q519678	Jeremain	Jeremain bermain untuk Belanda pada Piala Dunia FIFA 2014.
11345	Q296639	Alistair	Blair mengangkat Alistair untuk terakhir kalinya pada 2006, dengan menjadikannya Presiden Badan Perdagangan dan Menteri Negara untuk Perdagangan dan Industri, sebelum Perdana Menteri yang baru Gordon Brown mengangkat Alistair untuk menggantikan dirinya sendiri dalam jabatan Menteri Keuangan pada 2007, sebuah jabatan yang masih Alistair pegang sampai
11346	Q1150486	Shane	Shane adalah juara British Superbike pada tahun 2003.
11347	Q207939	Alexander	Alexander juga dikenal sebagai ketua penata busana di Givenchy dari 1996 sampai 2001 dan membuat mereknya sendiri atas nama Alexander.
11348	Q312961	John F. Enders	John F. Enders bisa berhasil menumbuhkan virus penyakit gondok dan polio juga.
11349	Q20657541	Kehlani	Pada tahun 2015, Kehlani merilis mixtape komersial keduanya, You Should Be Here.
11350	Q287822	Andreas	Andreas adalah salah satu sarjana dunia kuno abad ke-20 paling produktif dan dianggap menjadi salah satu peneliti utama pada masanya.
11351	Q559711	Cao	Cao juga merupakan keponakan jauh Cao Cao, meskipun Cao memperlakukannya seperti anaknya sendiri.
11352	Q228901	P. L. Travers	Serial yang ditulis P. L. Travers telah diadaptasikan berulang kali, termasuk ke dalam sebuah film tahun 1964 yang diperankan oleh Julie Andrews, dan juga dipentaskan belakangan ini di pentas musikal West End dan Broadway.
11353	Q10598	David	David sebelumnya pernah bermain untuk Watford, Liverpool, Aston Villa, West Ham United, Manchester City, dan Portsmouth.
11354	Q441662	Isabel Ratu Jerman	Permaisuri Friedrich I dari Austria Isabel Ratu Jerman, Ratu Jerman.
11355	Q4696696	Aidan	Aidan merupakan saudara dari Nolan Gould.
11356	Q538107	Ignatius	Ignatius juga disebut dengan nama Uskup Agung Suharyo.
11357	Q314511	Gunnar	Bersama kedua temannya, Gunnar Nordahl dan Nils Liedholm, Gunnar membentuk trio legendaris GreNoLi di klub AC Milan dan Swedia.
11358	Q16149940	Andakara Prastawa Dhyaksa	Pada tahun 2013, Andakara Prastawa Dhyaksa terpilih sebagai Rookie of The Year dalam NBL tahun 2013.
11359	Q15630925	Kim	Kim dikenal sebagai aktor pendukung dalam film Oldboy.
11360	Q118725	Hafez	Hafez al - assad digantikan anaknya,yakni presiden "Bashar al-Assad" yang menjabat sejak tahun 2000.
11361	Q3237785	Masato	Masato yang dirilis tahun 1975 laku terjual hingga 4.547.620 keping, dan menduduki urutan nomor satu singel paling laku di tangga singel Oricon hingga sekarang, sekaligus singel paling laku dalam sejarah industri rekaman Jepang.
11362	Q34436	Scarlett	Disebut sebagai simbol seks, Scarlett telah disebut sebagai salah satu wanita paling menarik di dunia oleh berbagai media.
11363	Q31173948	Dwiarso Budi Santiarto	Dewan HAM PBB untuk Kawasan Asia menyatakan prihatin atas hukuman penjara terhadap dugaan penistaan agama Islam.Dwiarso Budi Santiarto ini juga menyerukan kepada Indonesia untuk mengkaji ulang pasal penistaan agama yang ada dalam UU Hukum Pidana.
11364	Q213574	Rutger	Pada tahun 1999, Rutger dinobatkan sebagai Aktor Belanda Terbaik Abad Ini oleh publik Belanda.
11365	Q975207	Marcus	Sejak musim 2015, Marcus membalap untuk tim Sauber, dimana Marcus bertahan sampai dengan akhir musim 2018.
11366	Q491079	Permaisuri	Permaisuri berasal dari keluarga aristokratik Goryeo.
11367	Q606593	Pete	Pete memimpin tim yang mengangkat "Sue", spesimen terbesar dan terlengkap dari Tyrannosaurus rex sampai saat ini, dan telah menerbitkan sejumlah karya saintifik dan populer tentang paleontologi dinosaurus.
11368	Q2576716	Hiroshi	Selain itu, Hiroshi juga menyanyikan lagu "We Are the Heroes" untuk serial anime Daigunder, dan lagu pembuka pertama berjudul sama untuk serial tokusatsu Madan Senki Ryukendo.
11369	Q205289	Louis V Dari Prancis	Selama masa pemerintahannya, Louis V dari Prancis pada dasarnya memerintah negara tersebut.
11370	Q194442	Imam Ahmad Bin Hanbal	Serta Imam Ahmad bin Hanbal dikenal dengan nama Imam Hambali.
11371	Q2914421	Penduduk	Demografi penduduk banyak digunakan dalam pemasaran, yang berhubungan erat dengan unit-unit ekonomi, seperti pengecer hingga pelanggan potensial.
11372	Q82816	Daniel	Daniel memulai karier F1-nya pada Grand Prix Inggris 2011 bersama dengan tim HRT F1, sebagai bagian dari kesepakatan dengan tim Red Bull Racing, untuk tim di mana dia melakukan tes membalap di bawah tim saudaranya, yaitu Scuderia Toro Rosso.
11373	Q249121	Al-Mansur	Al-Mansur memerintah Mesir dari 1279 sampai 1290.
11374	Q56399791	Genius	Setelah tiga kali mendapatkan tugas belajar, Genius meraih gelar Doktor dari Institut Pertanian Bogor pada 2007.
11375	Q357001	Bruce	Bruce adalah ayah dari artis Laura Dern dan menikah dengan artis Diane Ladd.
11376	Q17410645	Karolin Margret Natasa	Karolin Margret Natasa menjadi perempuan pertama yang menjabat sebagai Ketua Umum dalam organisasi Orang Muda Katolik.
11377	Q451790	Eustace Ii Dari Boulogne	Diduga Eustace II dari Boulogne merupakan pelindung Permandani Bayeux.
11378	Q510631	Luis	Luis kemudian bekerja sebagai manajer, bertanggung jawab atas tim junior Spanyol selama beberapa tahun.
11379	Q1145757	Sa'Id Bin Zaid	Nama lengkap sa'id bin zaid adalah Sa'id bin Zaid bin Amr bin Abdul Uzza bin Riyah bin Qurth bin Razah bin Adiy bin Ka'ab bin Lu'aiy Nufail al-Adawi.
11380	Q222151	Joao	Joao memulai karier profesionalnya bersama Sporting CP, pindah pada tahun 2010 ke Porto dan memenangkan dua belas gelar utama bersama kedua klub tersebut.
11381	Q1384317	Jacob	Jacob telah menulis atau menyunting lebih dari 924 buku tentang Torah, Mishnah, Tosefta, Talmud, Midrash dan berbagai tulisan lain mengenai Yudaisme dan keyahudian.
11382	Q315511	Swinburne	Swinburne menulis beberapa novel dan kumpulan puisi seperti Poems and Ballads, dan berkontribusi pada Edisi Kesebelas Encyclopædia Britannica.
11383	Q295114	Aaron	Aaron juga mengarang sejumlah karya berpengaruh.
11384	Q220698	Ron	Ron dilahirkan di New York City.
11385	Q342524	Arnuwanda	Arnuwanda menggantikan ayahandanya Suppiluliuma I, yang menyerah pada wabah yang ditawan bangsa Mesir dari kampanye Kanaannya membawa mereka ke wilayah pedalaman bangsa Het.
11386	Q41590	Mircea	Salah satu kontribusinya Mircea yang paling penting terhadap pembelajaran religius adalah teori Eternal Return.
11387	Q25470831	Fuad	Fuad berdarah Betawi ini terkenal dengan wajah kearab-araban yang menyebabkannya kerap memerankan tokoh berlogat Arab.
11388	Q61118320	Santosa	Santosa dikenal sebagai pengisi suara dalam bahasa Indonesia karakter SpongeBob di serial SpongeBob SquarePants selama dua periode.
11389	Q12503770	Patrio	Meski demikian, mereka tetap berkomitmen untuk Patrio.
11390	Q229254	Octavia	Atas peran tersebut, Octavia memenangi Academy Award, Golden Globe, SAG, BAFTA, dan Critics' Choice Movie Award for Best Supporting Actress.
11391	Q182763	Forest	Forest berkarier di dunia film sejak tahun 1982.
11392	Q193283	Manuel De Falla	Manuel de Falla adalah orang yang ahli bermain piano dan musik teoretis.
11393	Q203559	Brigham	Brigham juga dijuluki "Singa Tuhan" untuk kepribadiannya yang keras, dan sering dipangil "Brother Brigham" oleh orang-orang Mormon.
11394	Q17411423	Nani	Nani mengawali karier di dunia seni peran dengan bermain dalam teater.
11395	Q12486491	Icw	ICW lahir di Jakarta pada tanggal 21 Juni 1998 di tengah-tengah gerakan reformasi yang menghendaki pemerintahan pasca Soeharto yang demokratis, bersih dan bebas korupsi.
11396	Q23957	Warner	Warner membintangi 16 film Charlie Chan.
11397	Q485556	Raja	Raja melarang segala macam pasukan pribadi atas nasihat Putra Mahkota Bangwon.
11398	Q313753	Papa Bouba Diop	Papa Bouba Diop pernah bermain di klub utamanya seperti Neuchâtel Xamax, Grasshoppers, RC Lens, dan Fulham.
11399	Q12507243	Purnawarman	Purnawarman adalah Raja ke-3 sekaligus termahsyur dari Kerajaan Tarumanagara yang memerintah sejak tahun 395 - 434 M. Namanya dikenal dalam Prasasti Ciaruteun, Prasasti Jambu, dan Prasasti Tugu.
11400	Q4258815	Soekawati	Pada tahun 1933, Soekawati menikahi seorang perempuan Prancis bernama Gilbert Vincent, yang memberikannya dua orang anak.
11401	Q919527	Tom	Selain karya-karyanya di bidang jurnalisme televisi, Tom juga menulis buku dan artikel majalah.
11402	Q192577	Simon	Simon adalah presiden American Economic Association pada 1954.
11403	Q243757	A. J. Ayer	Artikel ini menggambarkan pengalaman a. j. ayer menjelang kematian yang tidak biasa.
11404	Q17411464	Satyawati	Pada tahun 1954, Satyawati bersama dengan R.P.
11405	Q372763	Eutykhes	Ungkapan ini bukanlah ingin menyatakan bahwa Eutykhes menolak kemanusiaan Krisus, tetapi baginya kemanusiaan Kristus telah terserap oleh keilahian-Nya.
11406	Q15929781	Jhene	Pada saat itu, Jhene dikenal sebagai "sepupu Lil' Fizz", meskipun Jhene tidak benar-benar berhubungan dengan dia.
11407	Q19749103	R. A. Tuti Marini Puspowardojo	R. A. Tuti Marini Puspowardojo juga berpikiran dinamis tapi tetap teguh mempraktikkan budaya Jawa saat bergaul.
11408	Q188482	Robin	Terlahir dari orang tua berkebangsaan Inggris, trio Gibb bersaudara memulai karier musik Robin dan menemukan sukses besar ketika mereka kembali ke Inggris.
11409	Q1803	Gordian	Ingin menggulingkan Kaisar Maximinus Thrax, Gordian tewas dalam pertempuran di luar Kartago.
11410	Q5949546	Hussain	Hussain bekerja di sebuah acara bernama Krishna Arjun yang menggambarkan karakter Arjun, seorang detektif.
11411	Q11034228	Megan	Megan adalah kakak dari aktris Filipina, Lauren Young.
11412	Q443495	Murray	Walker memulai karier di dunia olahraga bermotor sejak tahun 1948, saat Murray menyaksikan ayahnya sendiri, Graham Walker membalap di Isle of Man TT.
11413	Q706338	Erik	Orang tua Erik memiliki keturunan Puerto Riko.
11414	Q6009905	Memes	Memes memulai kariernya dari modeling tingkat RT hingga tingkat Nasional dengan meraih juara kedua pada pemilihan Wajah Femina tahun 1987.
11415	Q298276	Michael	Michael juga dinominasikan untuk BAFTA sebagai aktor komedi bermasalah Kenneth Williams di BBC Four tahun 2006 Fantabulosa!, dan dinominasikan untuk Penghargaan Olivier keempat pada tahun 2006 untuk perannya sebagai penyiar David Frost di Frost/Nixon, peran yang dia ulangi dalam adaptasi film tahun 2008 dari drama tersebut.
11416	Q154037	Total	Berdasarkan CDP Carbon Majors Report tahun 2017, Total adalah salah satu dari 100 perusahaan yang paling banyak memproduksi emisi karbon, yakni sekitar 0,9% dari total emisi global pada periode 1998-2015.
